dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
45,2026-01-17 16:25:12,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Mexican film actress,0.92,,,1,1.0,0,0
46,2026-01-17 16:25:12,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Michael Arad is an architect.,0.98,,,1,1.0,0,0
47,2026-01-17 16:25:12,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.88,,,1,1.0,0,0
48,2026-01-17 16:25:12,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Ole Krarup was a Danish professor of law and politician (Member of the European Parliament).,0.88,,,1,1.0,0,0
49,2026-01-17 16:25:12,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",I don't know,,"Composer (Spanish pianist and composer, known for the pasodoble ""La madre"")",0.25,1,0.4,1,0
50,2026-01-17 16:25:12,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Boutheina Jabnoun is a Tunisian politician (member of government or parliament).,0.25,0,0.4,1,0
51,2026-01-17 16:25:12,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.86,,,1,1.0,0,0
52,2026-01-17 16:25:12,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actress and model,0.25,1,0.4,1,0
53,2026-01-17 16:25:12,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, songwriter, member of The Doors)",0.98,,,1,1.0,0,0
54,2026-01-17 16:25:12,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.4,1,1
55,2026-01-17 16:25:12,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.8143,,,1,1.0,0,0
56,2026-01-17 16:25:12,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","He was an American R&B singer, pianist, and songwriter (rock and roll/R&B performer).",0.793,,,1,1.0,0,0
57,2026-01-17 16:25:12,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,Derek Wheatley is a barrister (British lawyer),0.25,1,0.4,1,0
58,2026-01-17 16:25:12,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]",I don't know,,Physician (surgeon),0.32,1,0.4,1,0
59,2026-01-17 16:25:12,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Modou Dia is a Senegalese diplomat and politician (he has served as an ambassador and political figure).,0.62,,,1,1.0,0,0
60,2026-01-17 16:25:12,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.84,,,1,1.0,0,0
61,2026-01-17 16:25:12,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",She was a Venetian poet and courtesan.,0.82,,,1,1.0,0,0
62,2026-01-17 16:25:12,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",Health economist and public health researcher,0.72,,,0,-1.0,0,1
63,2026-01-17 16:25:12,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was a British politician and government minister (a Labour Party politician and life peer), also known as an academic and public servant.",0.8,,,1,1.0,0,0
64,2026-01-17 16:25:12,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Vincenzo Di Nicola is a psychiatrist, psychotherapist, and academic (professor) known for his work in cultural psychiatry and narrative psychology.",0.844,,,1,1.0,0,0
65,2026-01-17 16:25:12,264,28389,What is Tor Aulin's occupation?,"[""composer""]","He was a Swedish violinist, conductor and composer.",0.945,,,1,1.0,0,0
66,2026-01-17 16:25:12,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","He was a British chemist and inventor, and a prominent scientific administrator (notably Director of the UK National Physical Laboratory and chairman of the Tizard Committee).",0.745,,,1,1.0,0,0
67,2026-01-17 16:25:12,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]","Glenn Albrecht is an Australian philosopher and environmental scholar (professor/researcher) known for coining the term ""solastalgia.""",0.8125,,,1,1.0,0,0
68,2026-01-17 16:25:12,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Thomas Hinds was a politician and military officer (U.S. Army officer and Mississippi politician).,0.25,1,0.4,1,0
69,2026-01-17 16:25:12,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Tobias Lindholm is a Danish screenwriter and film director (also known for television writing and directing).,0.98,,,1,1.0,0,0
70,2026-01-17 16:25:12,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Lisa McRee is a television journalist and news anchor.,0.8333,,,1,1.0,0,0
71,2026-01-17 16:25:12,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a physician (doctor).,0.25,0,0.4,1,0
72,2026-01-17 16:25:12,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",He is an actor.,0.93,,,1,1.0,0,0
73,2026-01-17 16:25:12,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Author (novelist),0.9532,,,1,1.0,0,0
74,2026-01-17 16:25:12,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Journalist,0.25,0,0.4,1,0
75,2026-01-17 16:25:12,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Teddy Riley is a musician, record producer, singer-songwriter and composer, best known as a songwriter and record producer and as the pioneer of the new jack swing genre.",0.8421,,,1,1.0,0,0
76,2026-01-17 16:25:12,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.86,,,1,1.0,0,0
77,2026-01-17 16:25:12,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","Tolis Voskopoulos was a Greek singer, actor, and songwriter.",0.92,,,0,-1.0,0,1
78,2026-01-17 16:25:12,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.64,,,1,1.0,0,0
79,2026-01-17 16:25:12,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Malaysian politician,0.8725,,,1,1.0,0,0
80,2026-01-17 16:25:12,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actor,0.25,1,0.4,1,0
81,2026-01-17 16:25:12,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,0.4,1,0
82,2026-01-17 16:25:12,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",Veterinarian,0.6225,,,0,-1.0,0,1
83,2026-01-17 16:25:12,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and author,0.75,,,1,1.0,0,0
84,2026-01-17 16:25:12,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","British Royal Navy officer, navigator, cartographer and explorer (commonly referred to as a British explorer and sea captain)",0.93,,,0,-1.0,0,1
85,2026-01-17 16:25:12,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Russell Stokes is a politician (local or state-level public official),0.25,1,0.4,1,0
86,2026-01-17 16:25:12,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Henk Bleker is a Dutch politician and jurist who served as State Secretary for Economic Affairs (and previously as State Secretary for Agriculture, Nature and Food Quality).",0.81,,,1,1.0,0,0
87,2026-01-17 16:25:12,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",I don't know,,Jim Brown was an American professional football player (NFL running back) and later an actor and civil rights activist.,0.42,0,0.4,1,0
88,2026-01-17 16:25:12,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","Film and theater director (also actor, playwright, and performance artist)",0.98,,,1,1.0,0,0
89,2026-01-17 16:25:12,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Television and radio scriptwriter (writer),0.81,,,1,1.0,0,0
90,2026-01-17 16:25:12,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","British diplomat and civil servant; he was the acting Secretary-General of the United Nations (1945–1946) and later served as a UK diplomat and politician (Baron Gladwyn), including ambassador to France and Member of Parliament in the European Parliament.",0.76,,,1,1.0,0,0
91,2026-01-17 16:25:12,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.82,,,1,1.0,0,0
92,2026-01-17 16:25:12,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Rapper, record producer, songwriter, and fashion designer (also musician and music video director)",0.925,,,1,1.0,0,0
93,2026-01-17 16:25:12,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Edwin E. Ellis was an American photographer and writer.,0.4,1,0.4,1,0
94,2026-01-17 16:25:12,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Journalist (specifically an Indonesian journalist),0.25,1,0.4,1,0
95,2026-01-17 16:25:12,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Ivo Perilli was an Italian screenwriter.,0.64,,,1,1.0,0,0
96,2026-01-17 16:25:12,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.8642,,,1,1.0,0,0
97,2026-01-17 16:25:12,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Joseph Weydemeyer was a German-American journalist, military officer, and Marxist revolutionary — he is best known as a journalist and a Communist revolutionary/organizer.",0.84,,,1,1.0,0,0
98,2026-01-17 16:25:12,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0.4,1,1
99,2026-01-17 16:25:12,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Composer,0.84,,,1,1.0,0,0
100,2026-01-17 16:25:12,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,He was a British peer and soldier (British Army officer),0.25,0,0.4,1,0
101,2026-01-17 16:25:12,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Portuguese politician,0.88,,,1,1.0,0,0
102,2026-01-17 16:25:12,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat and former UK Ambassador to the United States),0.89,,,1,1.0,0,0
103,2026-01-17 16:25:12,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.98,,,1,1.0,0,0
104,2026-01-17 16:25:12,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Actress,0.25,0,0.4,1,0
105,2026-01-17 16:25:12,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director,0.61,,,0,-1.0,0,1
106,2026-01-17 16:25:12,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",She was an adult film actress (pornographic actress and model).,0.86,,,1,1.0,0,0
107,2026-01-17 16:25:12,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Domingo Eyzaguirre was a Chilean politician and philanthropist (also noted as an engineer/administrator involved in public works and social initiatives).,0.25,1,0.4,1,0
108,2026-01-17 16:25:12,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]","Physicist and mathematician (theoretical physicist and mathematician specializing in quantum chaos, quantum information and mathematical physics)",0.89,,,1,1.0,0,0
109,2026-01-17 16:25:12,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.8,,,1,1.0,0,0
110,2026-01-17 16:25:12,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Writer (novelist, essayist, and playwright)",0.92,,,1,1.0,0,0
111,2026-01-17 16:25:12,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Canadian politician (former Member of Parliament and municipal politician),0.91,,,1,1.0,0,0
112,2026-01-17 16:25:12,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",French composer and organist,0.86,,,1,1.0,0,0
113,2026-01-17 16:25:12,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.92,,,1,1.0,0,0
114,2026-01-17 16:25:12,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Anatomist, naturalist, physician, and professor of anatomy",0.912,,,1,1.0,0,0
115,2026-01-17 16:25:12,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Charles Harrison is an art historian (specifically a historian/curator of art).,0.25,0,0.4,1,0
116,2026-01-17 16:25:12,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Pathit Pisitkul is an actor (Thai actor and singer).,0.8046,,,1,1.0,0,0
117,2026-01-17 16:25:12,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",I don't know,,Composer (Italian Baroque composer and violinist),0.35,1,0.4,1,0
118,2026-01-17 16:25:12,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Jeremiah Smith is a lawyer (attorney/judge),0.2,0,0.4,1,0
119,2026-01-17 16:25:12,80,28389,What is Richard Harris's occupation?,"[""composer""]",Actor and singer,0.82,,,0,-1.0,0,1
120,2026-01-17 16:25:12,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (American Democratic politician; member of the Wisconsin State Assembly and former U.S. Representative),0.98,,,1,1.0,0,0
121,2026-01-17 16:25:12,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was a British politician (Labour Party Member of Parliament and life peer), and also a lawyer (barrister) by profession.",0.92,,,1,1.0,0,0
122,2026-01-17 16:25:12,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Peter Murnoy is a journalist.,0.25,0,0.4,1,0
123,2026-01-17 16:25:12,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]","Film director, actor, screenwriter, and film producer",0.72,,,0,-1.0,0,1
124,2026-01-17 16:25:12,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Richard Lui is an American television journalist and news anchor.,0.84,,,1,1.0,0,0
125,2026-01-17 16:25:12,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She was a stage actress.,0.85,,,1,1.0,0,0
126,2026-01-17 16:25:12,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,James M. Geraghty is a politician (American politician),0.25,1,0.4,1,0
127,2026-01-17 16:25:12,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",I don't know,,Chef (professional chef and restaurateur),0.32,1,0.4,1,0
128,2026-01-17 16:25:12,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was a politician (a U.S. Representative from Vermont and state legislator).,0.7463,,,1,1.0,0,0
129,2026-01-17 16:25:12,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]","Cecil Aldin was an English artist and illustrator, best known as a painter and illustrator of animals, sporting scenes, and children's books.",0.92,,,1,1.0,0,0
130,2026-01-17 16:25:12,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.958,,,1,1.0,0,0
