dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
60,2026-01-18 21:39:34,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.72,,,1,1.0,0,0
61,2026-01-18 21:39:34,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Venetian courtesan and poet,0.89,,,1,1.0,0,0
62,2026-01-18 21:39:34,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",Maev-Ann Wren is an economist and health policy researcher; she is a health economist and academic.,0.76,,,0,0.0,0,1
63,2026-01-18 21:39:34,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was a British politician (Labour Party politician) and life peer; specifically a government minister and public servant.,0.9,,,1,1.0,0,0
64,2026-01-18 21:39:34,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Vincenzo Di Nicola is a psychiatrist, psychologist, and family therapist; he is also an academic and author (psychologist/psychiatrist and professor).",0.81,,,1,1.0,0,0
65,2026-01-18 21:39:34,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Violinist, conductor and composer",0.8725,,,1,1.0,0,0
66,2026-01-18 21:39:34,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","Henry Tizard was a British chemist, inventor, and public servant (a scientist and government advisor), best known as a chemist and scientific administrator.",0.86,,,1,1.0,0,0
67,2026-01-18 21:39:34,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]",He is an environmental philosopher and academic (professor/researcher).,0.92,,,1,1.0,0,0
68,2026-01-18 21:39:34,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
69,2026-01-18 21:39:34,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",He is a Danish screenwriter and film and television director (also a playwright and producer).,0.86,,,1,1.0,0,0
70,2026-01-18 21:39:34,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Lisa McRee is a television journalist and news anchor.,0.8045,,,1,1.0,0,0
71,2026-01-18 21:39:34,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,,,0,0.6,1,0
72,2026-01-18 21:39:34,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.8164,,,1,1.0,0,0
73,2026-01-18 21:39:34,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Novelist (author),0.9975,,,1,1.0,0,0
74,2026-01-18 21:39:34,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actress,0.25,1,0.6,1,0
75,2026-01-18 21:39:34,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Record producer, singer-songwriter, and musician (notably a producer and creator of the New Jack Swing genre)",0.9725,,,1,1.0,0,0
76,2026-01-18 21:39:34,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.92,,,1,1.0,0,0
77,2026-01-18 21:39:34,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]",Greek singer and actor,0.92,,,0,0.0,0,1
78,2026-01-18 21:39:34,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.82,,,1,1.0,0,0
79,2026-01-18 21:39:34,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Malaysian politician,0.8167,,,1,1.0,0,0
80,2026-01-18 21:39:34,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.6,1,0
81,2026-01-18 21:39:34,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,0.6,1,0
82,2026-01-18 21:39:34,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",American racehorse trainer,0.8437,,,1,1.0,0,0
83,2026-01-18 21:39:34,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and novelist,0.82,,,1,1.0,0,0
84,2026-01-18 21:39:34,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","Explorer, navigator, cartographer, and Royal Navy officer",0.98,,,0,0.0,0,1
85,2026-01-18 21:39:34,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
86,2026-01-18 21:39:34,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Dutch politician and farmer (former State Secretary for Economic Affairs, Agriculture and Innovation)",0.76,,,1,1.0,0,0
87,2026-01-18 21:39:34,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",,,,,0,0.6,1,1
88,2026-01-18 21:39:34,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","Filmmaker, theatre and opera director, actor, and performance artist",0.85,,,1,1.0,0,0
89,2026-01-18 21:39:34,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",I don't know,,Television scriptwriter (television writer),0.4123,1,0.6,1,0
90,2026-01-18 21:39:34,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (first Acting Secretary-General of the United Nations; later 1st Baron Gladwyn),0.8889,,,1,1.0,0,0
91,2026-01-18 21:39:34,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.73,,,1,1.0,0,0
92,2026-01-18 21:39:34,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Musician, rapper, songwriter, record producer, and fashion designer (also director and visual artist)",0.93,,,1,1.0,0,0
93,2026-01-18 21:39:34,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Photographer,0.25,1,0.6,1,0
94,2026-01-18 21:39:34,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,,,0,0.6,1,0
95,2026-01-18 21:39:34,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter,0.82,,,1,1.0,0,0
96,2026-01-18 21:39:34,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9487,,,1,1.0,0,0
97,2026-01-18 21:39:34,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]",Joseph Weydemeyer was a military officer (Union Army officer) and journalist — a Prussian-born soldier who served as a Union Army officer in the American Civil War and was also a Marxist journalist and political activist.,0.66,,,1,1.0,0,0
98,2026-01-18 21:39:34,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0.6,1,1
99,2026-01-18 21:39:34,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Composer,0.9,,,1,1.0,0,0
100,2026-01-18 21:39:34,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
101,2026-01-18 21:39:34,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Portuguese politician,0.98,,,1,1.0,0,0
102,2026-01-18 21:39:34,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",British diplomat and former Ambassador to the United States (career diplomat),0.82,,,1,1.0,0,0
103,2026-01-18 21:39:34,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9775,,,1,1.0,0,0
104,2026-01-18 21:39:34,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
105,2026-01-18 21:39:34,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",I don't know,,Film director and screenwriter,0.42,0,0.6,1,0
106,2026-01-18 21:39:34,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",Actress and model (adult film actress),0.82,,,1,1.0,0,0
107,2026-01-18 21:39:34,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was a Chilean politician and philanthropist (notably a deputy and public administrator involved in social and charitable works).,0.61,,,1,1.0,0,0
108,2026-01-18 21:39:34,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]","Karol Życzkowski is a Polish physicist and mathematician (theoretical physicist) specializing in quantum chaos, quantum information, and mathematical physics; he is a professor and researcher.",0.88,,,1,1.0,0,0
109,2026-01-18 21:39:34,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.85,,,1,1.0,0,0
110,2026-01-18 21:39:34,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Belgian novelist, essayist and playwright",0.88,,,1,1.0,0,0
111,2026-01-18 21:39:34,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Canadian politician (former Member of Parliament and municipal councillor),0.92,,,1,1.0,0,0
112,2026-01-18 21:39:34,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",French composer (classical music composer),0.9468,,,1,1.0,0,0
113,2026-01-18 21:39:34,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.98,,,1,1.0,0,0
114,2026-01-18 21:39:34,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch anatomist, physician, and naturalist (18th-century scientist)",0.86,,,1,1.0,0,0
115,2026-01-18 21:39:34,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Art historian and curator,0.25,0,0.6,1,0
116,2026-01-18 21:39:34,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.6,1,0
117,2026-01-18 21:39:34,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Jacopo Melani was an Italian composer and violinist.,0.76,,,1,1.0,0,0
118,2026-01-18 21:39:34,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
119,2026-01-18 21:39:34,80,28389,What is Richard Harris's occupation?,"[""composer""]",Actor and singer,0.93,,,0,0.0,0,1
120,2026-01-18 21:39:34,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He is an American politician (state legislator) — a member of the Democratic Party who has served in the Wisconsin State Assembly and as Wisconsin's Secretary of Revenue.,0.92,,,1,1.0,0,0
121,2026-01-18 21:39:34,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British politician (Labour Party politician and Member of Parliament; later a life peer),0.98,,,1,1.0,0,0
122,2026-01-18 21:39:34,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
123,2026-01-18 21:39:34,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]","Film director, actor, screenwriter, and film producer",0.84,,,0,0.0,0,1
124,2026-01-18 21:39:34,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Richard Lui is a journalist and news anchor (television news anchor) — he is also an author and commentator.,0.82,,,1,1.0,0,0
125,2026-01-18 21:39:34,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Charlotte von Hagn was an actress.,0.86,,,1,1.0,0,0
126,2026-01-18 21:39:34,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
127,2026-01-18 21:39:34,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Michael Hutchings is a chef (restaurateur and cookbook author).,0.62,,,1,1.0,0,0
128,2026-01-18 21:39:34,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (U.S. Representative from Vermont; also farmer and judge),0.45,1,0.6,1,0
129,2026-01-18 21:39:34,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]","He was an artist and illustrator (painter and illustrator, known especially for paintings and drawings of animals and rural scenes).",0.86,,,1,1.0,0,0
130,2026-01-18 21:39:34,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.9234,,,1,1.0,0,0
131,2026-01-18 21:39:34,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
132,2026-01-18 21:39:34,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (former United States Senator from Kansas),0.89,,,1,1.0,0,0
133,2026-01-18 21:39:34,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and sound engineer,0.8245,,,1,1.0,0,0
134,2026-01-18 21:39:34,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist (author/reporter),0.92,,,1,1.0,0,0
135,2026-01-18 21:39:34,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.88,,,1,1.0,0,0
136,2026-01-18 21:39:34,199,11699,What is Larry Coon's occupation?,"[""computer scientist""]",Larry Coon is an attorney and a sports salary cap expert/consultant (known for his work as an NBA salary cap expert and for maintaining the CBA FAQ).,0.89,,,0,0.0,0,1
