dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
40,2026-01-01 19:53:59,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]","Psychologist (clinical psychologist), author, and co-founder of New Harbinger Publications",0.8065,,,0,0.0,0,1
41,2026-01-01 19:54:01,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,Dominick Bellizzi was a jockey (horse racing jockey).,0.4,1,0.6,1,0
42,2026-01-01 19:54:02,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,,,0,0.6,1,0
43,2026-01-01 19:54:04,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","Singer, songwriter, and actress",0.72,,,1,1.0,0,0
44,2026-01-01 19:54:05,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]",Musician (drummer),0.76,,,1,1.0,0,0
45,2026-01-01 19:54:06,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.9,,,1,1.0,0,0
46,2026-01-01 19:54:07,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.98,,,1,1.0,0,0
47,2026-01-01 19:54:08,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",He is an actor.,0.86,,,1,1.0,0,0
48,2026-01-01 19:54:10,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He is a Danish politician and academic (law professor); specifically a Danish Member of the European Parliament (MEP) and former law professor.,0.68,,,1,1.0,0,0
49,2026-01-01 19:54:11,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",Composer and pianist,0.82,,,1,1.0,0,0
50,2026-01-01 19:54:12,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Politician,0.25,0,0.6,1,0
51,2026-01-01 19:54:14,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.82,,,1,1.0,0,0
52,2026-01-01 19:54:15,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and model,0.61,,,1,1.0,0,0
53,2026-01-01 19:54:16,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, singer-songwriter)",0.98,,,1,1.0,0,0
54,2026-01-01 19:54:17,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.6,1,1
55,2026-01-01 19:54:18,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,0.6,1,0
56,2026-01-01 19:54:20,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","Esquerita was an American singer, songwriter, and pianist (a rock and roll/R&B performer).",0.8314,,,1,1.0,0,0
57,2026-01-01 19:54:21,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,,,0,0.6,1,0
58,2026-01-01 19:54:22,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]",I don't know,,Physician (surgeon),0.31,1,0.6,1,0
59,2026-01-01 19:54:23,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Diplomat and politician,0.49,,,1,1.0,0,0
60,2026-01-01 19:54:25,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.84,,,1,1.0,0,0
61,2026-01-01 19:54:26,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Poet and courtesan,0.92,,,1,1.0,0,0
62,2026-01-01 19:54:27,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",Health economist and civil servant (Irish health economist and public servant),0.86,,,0,0.0,0,1
63,2026-01-01 19:54:29,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was a British politician and academic (member of the House of Lords as Baron Crowther-Hunt, and a Labour Party politician and government minister; also a professor/academic and policy adviser).",0.86,,,1,1.0,0,0
64,2026-01-01 19:54:30,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Psychiatrist, psychologist, and author (psychiatrist and family therapist; also professor and researcher)",0.78,,,1,1.0,0,0
65,2026-01-01 19:54:32,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Violinist, conductor, and composer.",0.938,,,1,1.0,0,0
66,2026-01-01 19:54:33,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]",He was a British chemist and inventor who served as a scientific administrator and civil servant (notably Director of Scientific Research and a key scientific adviser).,0.4765,,,1,1.0,0,0
67,2026-01-01 19:54:35,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]",Australian philosopher and academic (environmental philosopher and Professor),0.85,,,1,1.0,0,0
68,2026-01-01 19:54:36,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Military officer and politician (specifically, a U.S. Army officer who served as a general in the War of 1812 and later a U.S. Congressman/governor-level politician from Mississippi)",0.25,,,1,1.0,0,0
69,2026-01-01 19:54:38,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter and film/television director (Danish screenwriter and director),0.9825,,,1,1.0,0,0
70,2026-01-01 19:54:39,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Television journalist and news anchor,0.89,,,1,1.0,0,0
71,2026-01-01 19:54:40,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a healthcare executive (hospital administrator),0.21,0,0.6,1,0
72,2026-01-01 19:54:41,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9423,,,1,1.0,0,0
73,2026-01-01 19:54:42,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Novelist (author),0.98,,,1,1.0,0,0
74,2026-01-01 19:54:43,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.6,1,0
75,2026-01-01 19:54:45,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Record producer, singer, songwriter, and musician (producer and creator of New Jack Swing)",0.84,,,1,1.0,0,0
76,2026-01-01 19:54:46,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.86,,,1,1.0,0,0
77,2026-01-01 19:54:47,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]",Greek singer and actor,0.9487,,,0,0.0,0,1
78,2026-01-01 19:54:49,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He is a Panamanian politician (businessman and politician; former President of the National Assembly of Panama / Panamanian politician).,0.62,,,1,1.0,0,0
79,2026-01-01 19:54:50,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.88,,,1,1.0,0,0
80,2026-01-01 19:54:51,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actor,0.48,1,0.6,1,0
81,2026-01-01 19:54:52,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.36,1,0.6,1,0
82,2026-01-01 19:54:53,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",I don't know,,Veterinarian,0.12,0,0.6,1,0
83,2026-01-01 19:54:56,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",Claire Berlinski is a journalist and author (writer).,0.93,,,1,1.0,0,0
84,2026-01-01 19:54:57,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","British Royal Navy officer and explorer (naval officer, navigator, cartographer, and captain)",0.92,,,0,0.0,0,1
85,2026-01-01 19:54:58,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Russell Stokes is a politician (or public servant / government official).,0.25,1,0.6,1,0
86,2026-01-01 19:55:00,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Henk Bleker is a Dutch politician (member of the Christian Democratic Appeal) and former civil servant; he served as State Secretary for Economic Affairs, Agriculture and Innovation.",0.74,,,1,1.0,0,0
87,2026-01-01 19:55:03,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",I don't know,,Jim Brown is a former professional American football player (NFL running back) and later actor.,0.25,0,0.6,1,0
88,2026-01-01 19:55:06,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","German film and theatre director, actor, and artist (multidisciplinary filmmaker and stage director)",0.94,,,1,1.0,0,0
89,2026-01-01 19:55:07,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Playwright and television writer,0.74,,,1,1.0,0,0
90,2026-01-01 19:55:08,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (first Acting Secretary-General of the United Nations),0.96,,,1,1.0,0,0
91,2026-01-01 19:55:09,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.76,,,1,1.0,0,0
92,2026-01-01 19:55:10,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","American rapper, singer, songwriter, record producer, and music video director (musician and record producer)",0.86,,,1,1.0,0,0
93,2026-01-01 19:55:12,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Photographer and inventor,0.25,1,0.6,1,0
94,2026-01-01 19:55:13,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Muhammad Ali Luqman is a politician.,0.2975,0,0.6,1,0
95,2026-01-01 19:55:14,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter,0.8,,,1,1.0,0,0
96,2026-01-01 19:55:17,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.88,,,1,1.0,0,0
97,2026-01-01 19:55:18,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Joseph Weydemeyer was a military officer (Prussian revolutionary), journalist, and a Marxist political activist — notably a Union Army officer in the American Civil War and a communist journalist/organizer.",0.62,,,1,1.0,0,0
98,2026-01-01 19:55:19,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0.6,1,1
99,2026-01-01 19:55:21,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Composer,0.84,,,1,1.0,0,0
100,2026-01-01 19:55:22,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British peer and courtier (English nobleman serving in court offices),0.62,,,0,0.0,0,1
101,2026-01-01 19:55:23,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.91,,,1,1.0,0,0
102,2026-01-01 19:55:25,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat / former British Ambassador to the United States),0.95,,,1,1.0,0,0
103,2026-01-01 19:55:26,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.98,,,1,1.0,0,0
104,2026-01-01 19:55:27,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
105,2026-01-01 19:55:28,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director and producer,0.82,,,0,0.0,0,1
106,2026-01-01 19:55:30,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",Actress and model (adult film actress/model),0.62,,,1,1.0,0,0
107,2026-01-01 19:55:32,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Domingo Eyzaguirre was a Chilean politician and philanthropist (public official/administrator),0.32,1,0.6,1,0
108,2026-01-01 19:55:33,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Mathematician and physicist (mathematical physicist),0.93,,,1,1.0,0,0
109,2026-01-01 19:55:34,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.89,,,1,1.0,0,0
110,2026-01-01 19:55:35,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Belgian writer, essayist, and playwright (novelist and essayist)",0.87,,,1,1.0,0,0
111,2026-01-01 19:55:37,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.86,,,1,1.0,0,0
112,2026-01-01 19:55:38,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",He was a French composer and organist.,0.855,,,1,1.0,0,0
113,2026-01-01 19:55:39,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.96,,,1,1.0,0,0
114,2026-01-01 19:55:41,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch anatomist, zoologist, physician, and naturalist (often described as an anatomist and naturalist)",0.86,,,1,1.0,0,0
115,2026-01-01 19:55:42,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Charles Harrison is a British art historian and museum curator.,0.26,0,0.6,1,0
116,2026-01-01 19:55:43,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.86,,,1,1.0,0,0
117,2026-01-01 19:55:45,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",I don't know,,Composer (Italian composer),0.24,1,0.6,1,0
118,2026-01-01 19:55:46,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Jeremiah Smith is a lawyer (attorney/judge),0.25,0,0.6,1,0
119,2026-01-01 19:55:47,80,28389,What is Richard Harris's occupation?,"[""composer""]",Actor (also singer and songwriter),0.86,,,0,0.0,0,1
120,2026-01-01 19:55:49,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.91,,,1,1.0,0,0
121,2026-01-01 19:55:50,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British politician and lawyer (Member of Parliament and government minister),0.7643,,,1,1.0,0,0
122,2026-01-01 19:55:51,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Peter Murnoy is a politician (Irish nationalist politician/activist).,0.2345,1,0.6,1,0
123,2026-01-01 19:55:53,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]","Film director, actor, writer, and producer",0.64,,,0,0.0,0,1
124,2026-01-01 19:55:54,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist (broadcast journalist / news anchor),0.86,,,1,1.0,0,0
125,2026-01-01 19:55:56,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",German stage actress (stage performer),0.82,,,1,1.0,0,0
126,2026-01-01 19:55:58,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"James M. Geraghty is a politician (specifically, a mayor and/or city official).",0.25,1,0.6,1,0
127,2026-01-01 19:55:59,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Chef (restaurant chef),0.74,,,1,1.0,0,0
128,2026-01-01 19:56:00,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (United States Representative; also farmer and judge),0.82,,,1,1.0,0,0
129,2026-01-01 19:56:01,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]","He was an English artist and illustrator (painter and illustrator, known for animal and sporting subjects).",0.93,,,1,1.0,0,0
130,2026-01-01 19:56:03,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.9125,,,1,1.0,0,0
131,2026-01-01 19:56:04,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.69,,,1,1.0,0,0
132,2026-01-01 19:56:05,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","She is a former politician — specifically, a U.S. Senator from Kansas.",0.82,,,1,1.0,0,0
133,2026-01-01 19:56:06,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and sound engineer,0.9987,,,1,1.0,0,0
134,2026-01-01 19:56:07,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist (reporter/author),0.93,,,1,1.0,0,0
135,2026-01-01 19:56:08,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.96,,,1,1.0,0,0
