dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
16,2026-01-07 00:17:29,287843,11213,What is Edgar Allan Poe's occupation?,"[""journalist"", ""journo"", ""journalists"", ""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter"", ""poet"", ""poetess"", ""bard""]","American writer, poet, editor, and literary critic",0.98,,,1,1.0,0,0
17,2026-01-07 00:17:30,48,25692,What is John Finlay's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
18,2026-01-07 00:17:31,370,25692,What is John Floyd's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
19,2026-01-07 00:17:33,115,81374,What is Sachiko Kokubu's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""model"", ""fashion model"", ""sitter"", ""poser""]",Japanese actress and singer,0.6825,,,1,1.0,0,0
20,2026-01-07 00:17:34,2092,25692,What is Rudolf Hilferding's occupation?,"[""economist"", ""economists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Economist, politician, and Marxist theoretician (Austrian-born German socialist; served as Finance Minister of Germany)",0.98,,,1,1.0,0,0
21,2026-01-07 00:17:36,285,25692,"What is Charles Strachey, 4th Baron O'Hagan's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He is a peer and barrister (British hereditary peer and barrister—specifically a member of the House of Lords as a hereditary peer and a practising barrister).,0.41,,,0,-1.0,0,1
22,2026-01-07 00:17:37,2251,81374,What is Akari Hayami's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and former idol (singer; former member of the girl group Momoiro Clover/Z),0.84,,,1,1.0,0,0
23,2026-01-07 00:17:38,381,81374,What is Richard Martin's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.2,1,0
24,2026-01-07 00:17:39,103,43223,"What is Harvey Peltier, Sr.'s occupation?","[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (Louisiana state senator),0.67,,,1,1.0,0,0
25,2026-01-07 00:17:40,126,81374,What is Paris's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",,,,,0,0.2,1,1
26,2026-01-07 00:18:21,112,12939,What is Fairfax M. Cone's occupation?,"[""businessperson"", ""business person"", ""dealer"", ""businesswoman"", ""business man"", ""business woman"", ""businessman""]",Advertising executive,0.82,,,0,-1.0,0,1
27,2026-01-07 00:18:23,1718,81374,What is Colleen Zenk Pinter's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]","Colleen Zenk Pinter is an American actress, best known for her work on television soap operas (notably as Barbara Ryan on Guiding Light).",0.95,,,1,1.0,0,0
28,2026-01-07 00:18:24,152,8320,What is Thomas McMurtry's occupation?,"[""test pilot""]",I don't know,,Thomas McMurtry is a test pilot (a NASA/aircraft test pilot).,0.25,1,0.2,1,0
29,2026-01-07 00:18:26,322,43223,What is Albert Bates's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers""]","Albert Bates is an author and environmentalist known for his work as a permaculture designer, sustainable living advocate, and writer on topics like intentional communities, climate change, and low-impact living.",0.53,,,0,-1.0,0,1
30,2026-01-07 00:18:27,1132,25550,What is Heath's occupation?,"[""songwriter"", ""song writer""]",,,,,0,0.2,1,1
31,2026-01-07 00:18:28,396,42844,What is Wise's occupation?,"[""record producer"", ""music producer""]",I don't know,,Actor,0.25,0,0.2,1,0
32,2026-01-07 00:18:30,792,24952,What is Stevie Cameron's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist and author,0.8625,,,1,1.0,0,0
33,2026-01-07 00:18:31,996,7223,What is Yoshiki Tonogai's occupation?,"[""mangaka"", ""manga artist""]",He is a manga artist (manga creator/illustrator and writer).,0.9987,,,1,1.0,0,0
34,2026-01-07 00:18:33,1085,8848,What is Geeling Ng's occupation?,"[""restaurateur"", ""gastronomist"", ""restauranteur""]",Actress and model,0.84,,,0,-1.0,0,1
35,2026-01-07 00:18:34,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",I don't know,,Musician (guitarist/songwriter/producer),0.25,0,0.2,1,0
36,2026-01-07 00:18:35,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (U.S. Congressman from New York),0.62,1,0.2,1,0
37,2026-01-07 00:18:36,503,28889,What is William Lescaze's occupation?,"[""architect""]",Architect,0.98,,,1,1.0,0,0
38,2026-01-07 00:18:37,68,81374,What is Edwin Wallock's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.2,1,0
39,2026-01-07 00:18:39,195,12368,What is Tsutomu Seki's occupation?,"[""astronomer""]",Tsutomu Seki is a Japanese astronomer (amateur astronomer and discoverer of minor planets and comets).,0.98,,,1,1.0,0,0
40,2026-01-07 00:18:40,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]",Psychologist and author,0.93,,,0,-1.0,0,1
41,2026-01-07 00:18:41,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,,,0,0.2,1,0
42,2026-01-07 00:18:42,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,,,0,0.2,1,0
43,2026-01-07 00:18:43,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","She is a singer, songwriter, and actress (Swedish singer-songwriter and occasional actor/television personality).",0.9,,,1,1.0,0,0
44,2026-01-07 00:18:44,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]",Brendan Canty is a musician and drummer.,0.9,,,1,1.0,0,0
45,2026-01-07 00:18:46,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She was a Mexican film actress (also occasionally a singer).,0.82,,,1,1.0,0,0
46,2026-01-07 00:18:47,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.98,,,1,1.0,0,0
47,2026-01-07 00:18:48,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.88,,,1,1.0,0,0
48,2026-01-07 00:18:50,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Ole Krarup was a Danish politician and professor of law (a Member of the European Parliament representing the Danish People's Movement against the EU and a former law professor).,0.86,,,1,1.0,0,0
49,2026-01-07 00:18:51,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",Composer and pianist,0.82,,,1,1.0,0,0
50,2026-01-07 00:18:52,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,,,0,0.2,1,0
51,2026-01-07 00:18:53,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.86,,,1,1.0,0,0
52,2026-01-07 00:18:54,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.2,1,0
53,2026-01-07 00:18:56,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, songwriter; member of The Doors)",0.98,,,1,1.0,0,0
54,2026-01-07 00:37:09,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.2,1,1
55,2026-01-07 00:37:10,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
56,2026-01-07 00:37:11,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","He was a singer, songwriter, and pianist (rock and roll/R&B performer).",0.8965,,,1,1.0,0,0
57,2026-01-07 00:37:13,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,,,0,0.2,1,0
58,2026-01-07 00:37:15,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]","Physician (medical doctor, surgeon — specifically an osteopathic physician and surgeon who served as a U.S. Air Force flight surgeon)",0.61,,,1,1.0,0,0
59,2026-01-07 00:37:17,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
60,2026-01-07 00:37:19,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Alex Krieps is a Luxembourgish politician (member of the Democratic Party) and served as a government minister; he has worked as a politician and public servant.,0.62,,,1,1.0,0,0
61,2026-01-07 00:37:20,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",courtesan and poet,0.92,,,1,1.0,0,0
62,2026-01-07 00:37:21,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",Health economist and academic (Professor of Health Policy/Health Economics),0.86,,,0,-1.0,0,1
63,2026-01-07 00:37:23,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","British politician (Labour Party politician and life peer), civil servant and academic/educationalist — he served as a Member of Parliament and was made Baron Crowther-Hunt.",0.71,,,1,1.0,0,0
64,2026-01-07 00:37:24,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Vincenzo Di Nicola is a psychiatrist, psychologist, and psychoanalytic psychotherapist; he is also a professor and author/researcher in psychiatry, psychology, and family therapy.",0.62,,,1,1.0,0,0
65,2026-01-07 00:37:26,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Tor Aulin was a Swedish violinist, conductor and composer.",0.982,,,1,1.0,0,0
66,2026-01-07 00:37:27,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","Scientist (British chemist, inventor, and government scientific advisor; civil servant — head of the Aeronautical Research Committee and chair of the Tizard Committee)",0.76,,,1,1.0,0,0
67,2026-01-07 00:37:29,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]","Glenn Albrecht is an environmental philosopher and academic (Professor of Sustainability/Environmental Humanities), known for coining ""solastalgia.""",0.82,,,1,1.0,0,0
68,2026-01-07 00:37:30,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"Politician (specifically, a U.S. politician/Senator or Representative)",0.36,1,0.2,1,0
69,2026-01-07 00:37:33,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter and film director,0.94,,,1,1.0,0,0
70,2026-01-07 00:37:36,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Lisa McRee is a television journalist and news anchor.,0.88,,,1,1.0,0,0
71,2026-01-07 00:37:38,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a commercial real estate developer,0.25,0,0.2,1,0
72,2026-01-07 00:37:39,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.765,,,1,1.0,0,0
73,2026-01-07 00:37:41,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Novelist (author),0.98,,,1,1.0,0,0
74,2026-01-07 00:37:42,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.2,1,0
75,2026-01-07 00:37:44,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Teddy Riley is an American singer, songwriter, musician, and record producer, best known as a pioneering producer and the creator of the new jack swing genre.",0.97,,,1,1.0,0,0
76,2026-01-07 00:37:45,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.82,,,1,1.0,0,0
77,2026-01-07 00:37:46,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","Greek singer, actor, and songwriter",0.92,,,0,-1.0,0,1
78,2026-01-07 00:37:47,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.85,,,1,1.0,0,0
79,2026-01-07 00:37:48,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Malaysian politician (member of the Pahang State Legislative Assembly and has served as a state executive councillor),0.27,1,0.2,1,0
80,2026-01-07 00:37:49,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.2,1,0
81,2026-01-07 00:37:51,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.67,,,1,1.0,0,0
82,2026-01-07 00:37:52,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",Wallace Dollase is a horse trainer (Thoroughbred racehorse trainer).,0.74,,,1,1.0,0,0
83,2026-01-07 00:37:53,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",She is a journalist and author (writer).,0.91,,,1,1.0,0,0
84,2026-01-07 00:37:54,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","Explorer, navigator and cartographer (British Royal Navy officer)",0.88,,,0,-1.0,0,1
85,2026-01-07 00:37:56,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Painter,0.25,0,0.2,1,0
86,2026-01-07 00:37:57,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Dutch politician (former Minister for Agriculture, Nature and Food Quality)",0.82,,,1,1.0,0,0
87,2026-01-07 00:37:58,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",I don't know,,Jim Brown is a former professional American football player (NFL running back) who later worked as an actor and civil rights activist.,0.45,0,0.2,1,0
88,2026-01-07 00:38:00,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","He was a film and theatre director, playwright, actor, and artist (multimedia/new media director).",0.88,,,1,1.0,0,0
89,2026-01-07 00:38:01,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",C. E. Webber was a television writer and playwright (best known as a writer for early Doctor Who).,0.81,,,1,1.0,0,0
90,2026-01-07 00:38:03,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (notably Acting Secretary-General of the United Nations and later a long-serving British ambassador),0.92,,,1,1.0,0,0
91,2026-01-07 00:38:04,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was an American lawyer, politician, and author (attorney and political activist).",0.72,,,1,1.0,0,0
92,2026-01-07 00:38:06,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Tyler, the Creator is an American rapper, singer, songwriter, record producer, and fashion designer (musician and creative director).",0.98,,,1,1.0,0,0
93,2026-01-07 00:38:07,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",Edwin E. Ellis was an American photographer and writer (science fiction fan and photographer).,0.52,,,1,1.0,0,0
94,2026-01-07 00:38:08,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,,,0,0.2,1,0
95,2026-01-07 00:38:09,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Italian screenwriter,0.88,,,1,1.0,0,0
96,2026-01-07 00:38:10,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.8427,,,1,1.0,0,0
97,2026-01-07 00:38:16,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Joseph Weydemeyer was a soldier, journalist, and Marxist political activist—best known as a Marxist revolutionary, journalist, and political organizer (he also served as a Union Army officer in the American Civil War).",0.56,,,1,1.0,0,0
98,2026-01-07 00:38:16,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0.2,1,1
99,2026-01-07 00:38:19,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",I don't know,,Composer (Rinaldo del Mel was a Renaissance/early Baroque composer),0.2,1,0.2,1,0
100,2026-01-07 00:38:20,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,British peer and politician (member of the House of Lords / aristocrat),0.25,1,0.2,1,0
101,2026-01-07 00:38:21,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Portuguese politician,0.92,,,1,1.0,0,0
102,2026-01-07 00:38:23,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",British diplomat (diplomat and former British Ambassador to the United States),0.9,,,1,1.0,0,0
103,2026-01-07 00:38:24,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.95,,,1,1.0,0,0
104,2026-01-07 00:38:25,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
105,2026-01-07 00:38:26,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director,0.7426,,,0,-1.0,0,1
106,2026-01-07 00:38:27,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",I don't know,,,,0,0.2,1,0
107,2026-01-07 00:38:28,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.62,,,1,1.0,0,0
108,2026-01-07 00:38:29,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Physicist (theoretical physicist and mathematician; professor/researcher),0.92,,,1,1.0,0,0
109,2026-01-07 00:38:31,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.82,,,1,1.0,0,0
110,2026-01-07 00:38:32,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Writer (novelist, essayist, playwright) and literary critic",0.95,,,1,1.0,0,0
111,2026-01-07 00:38:34,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Canadian politician (former Member of Parliament and former mayor of Guelph),0.92,,,1,1.0,0,0
112,2026-01-07 00:38:35,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",Jean-Yves Daniel-Lesur was a French composer and organist.,0.87,,,1,1.0,0,0
113,2026-01-07 00:38:36,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.95,,,1,1.0,0,0
114,2026-01-07 00:38:38,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","He was a Dutch anatomist, anthropologist, physician, and naturalist (primarily known as an anatomist).",0.84,,,1,1.0,0,0
115,2026-01-07 00:38:39,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
116,2026-01-07 00:38:40,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Thai actor and singer,0.8421,,,1,1.0,0,0
117,2026-01-07 00:38:41,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",I don't know,,"Composer (Italian Baroque composer), specifically a violinist and composer of operas and sacred music",0.25,1,0.2,1,0
118,2026-01-07 00:38:42,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Jeremiah Smith is a fictional character who serves as a judge (Judge Jeremiah Smith).,0.2,0,0.2,1,0
119,2026-01-07 00:38:43,80,28389,What is Richard Harris's occupation?,"[""composer""]",Richard Harris was an actor and singer.,0.82,,,0,-1.0,0,1
120,2026-01-07 00:38:45,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.9,,,1,1.0,0,0
121,2026-01-07 00:38:46,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was a British politician (Labour Member of Parliament and life peer—government minister and barrister by profession).,0.8615,,,1,1.0,0,0
122,2026-01-07 00:38:47,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Peter Murnoy is a journalist,0.25,0,0.2,1,0
123,2026-01-07 00:38:49,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]",I don't know,,"Spencer Williams was an American actor and film director (best known as Spencer Williams Jr., actor/director of race films and for playing Andy in TV's The Amos 'n' Andy).",0.3,0,0.2,1,0
124,2026-01-07 00:38:50,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Richard Lui is a journalist and news anchor (television news anchor and correspondent).,0.9,,,1,1.0,0,0
125,2026-01-07 00:38:51,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.64,,,1,1.0,0,0
126,2026-01-07 00:38:53,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"James M. Geraghty is a politician (specifically, a public official / politician)",0.15,1,0.2,1,0
127,2026-01-07 00:38:54,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",I don't know,,Michael Hutchings is a chef (restaurateur and cookbook author).,0.4321,1,0.2,1,0
128,2026-01-07 00:38:56,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Gideon Olin was a politician (he served as a U.S. Representative from Vermont and held other public offices).,0.76,,,1,1.0,0,0
129,2026-01-07 00:38:57,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]",Cecil Aldin was an artist and illustrator (particularly a painter and wildlife/animal illustrator).,0.92,,,1,1.0,0,0
130,2026-01-07 00:38:58,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.8245,,,1,1.0,0,0
131,2026-01-07 00:38:59,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
