dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
10,2026-01-07 22:23:40,88,24952,What is Herlyn Espinal's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Football (soccer) referee,0.25,0,0.8,1,0
11,2026-01-07 22:23:41,230,81374,What is Jacob Kraemer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.67,,,1,1.0,0,0
12,2026-01-07 22:23:42,461,45772,What is Fred C. Newmeyer's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""film producer"", ""movie producer"", ""producer"", ""actor"", ""actress"", ""actors"", ""actresses""]",Film director (also actor and film editor),0.84,,,1,1.0,0,0
13,2026-01-07 22:23:43,74,25692,What is Edward Corser's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was an Australian politician (member of the House of Representatives and earlier a businessman).,0.51,,,1,1.0,0,0
14,2026-01-07 22:23:44,505,81374,What is Bae Geu-rin's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.94,,,1,1.0,0,0
15,2026-01-07 22:23:46,169,25692,What is Javier Alva Orlandini's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and lawyer,0.86,,,1,1.0,0,0
16,2026-01-07 22:23:50,287843,11213,What is Edgar Allan Poe's occupation?,"[""journalist"", ""journo"", ""journalists"", ""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter"", ""poet"", ""poetess"", ""bard""]","Writer (poet, short-story writer, editor, and literary critic)",0.98,,,1,1.0,0,0
17,2026-01-07 22:23:51,48,25692,What is John Finlay's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.8,1,0
18,2026-01-07 22:23:52,370,25692,What is John Floyd's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.8,1,0
19,2026-01-07 22:23:52,115,81374,What is Sachiko Kokubu's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""model"", ""fashion model"", ""sitter"", ""poser""]",Japanese actress and former model,0.8785,,,1,1.0,0,0
20,2026-01-07 22:23:54,2092,25692,What is Rudolf Hilferding's occupation?,"[""economist"", ""economists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Economist, politician and Marxist theorist (Austrian-born Austrian/German socialist economist and Social Democratic politician)",0.768,,,1,1.0,0,0
21,2026-01-07 22:23:55,285,25692,"What is Charles Strachey, 4th Baron O'Hagan's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He is a British peer and businessman (landowner/investor); specifically a British hereditary peer (4th Baron O'Hagan) who has worked in business.,0.57,,,0,0.0,0,1
22,2026-01-07 22:23:56,2251,81374,What is Akari Hayami's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and former singer (former member of idol group Momoiro Clover Z),0.89,,,1,1.0,0,0
23,2026-01-07 22:23:57,381,81374,What is Richard Martin's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.8,1,0
24,2026-01-07 22:23:58,103,43223,"What is Harvey Peltier, Sr.'s occupation?","[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.69,,,1,1.0,0,0
25,2026-01-07 22:24:00,126,81374,What is Paris's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,"Paris is a tourist (or visitor) — common occupation associated with someone identified by the city name; alternatively, if referring to Paris Hilton, her occupation is socialite/businesswoman/model/actress; if referring to Paris (Greek myth), he was a prince (Trojan prince).",0.25,1,0.8,1,0
26,2026-01-07 22:24:01,112,12939,What is Fairfax M. Cone's occupation?,"[""businessperson"", ""business person"", ""dealer"", ""businesswoman"", ""business man"", ""business woman"", ""businessman""]",Advertising executive,0.95,,,0,0.0,0,1
27,2026-01-07 22:24:02,1718,81374,What is Colleen Zenk Pinter's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.86,,,1,1.0,0,0
28,2026-01-07 22:24:03,152,8320,What is Thomas McMurtry's occupation?,"[""test pilot""]",Test pilot and NASA research pilot (a former U.S. Air Force pilot),0.6845,,,1,1.0,0,0
29,2026-01-07 22:24:05,322,43223,What is Albert Bates's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers""]","American environmentalist, writer, and permaculture practitioner (author and organizer focused on climate, sustainable living, and seed-saving)",0.4225,,,0,0.0,0,1
30,2026-01-07 22:24:06,1132,25550,What is Heath's occupation?,"[""songwriter"", ""song writer""]",,,,,0,0.0,1,1
31,2026-01-07 22:24:07,396,42844,What is Wise's occupation?,"[""record producer"", ""music producer""]",,,,,0,0.0,1,1
32,2026-01-07 22:24:08,792,24952,What is Stevie Cameron's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist and author,0.89,,,1,1.0,0,0
33,2026-01-07 22:24:09,996,7223,What is Yoshiki Tonogai's occupation?,"[""mangaka"", ""manga artist""]",Manga artist,0.82,,,1,1.0,0,0
34,2026-01-07 22:24:10,1085,8848,What is Geeling Ng's occupation?,"[""restaurateur"", ""gastronomist"", ""restauranteur""]",Actress and model,0.81,,,0,0.0,0,1
35,2026-01-07 22:24:11,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",I don't know,,"Musician (guitarist, composer, and producer)",0.32,1,0.8,1,0
36,2026-01-07 22:24:12,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (U.S. Representative),0.78,,,1,1.0,0,0
37,2026-01-07 22:24:13,503,28889,What is William Lescaze's occupation?,"[""architect""]",Architect,0.896,,,1,1.0,0,0
38,2026-01-07 22:24:15,68,81374,What is Edwin Wallock's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",American film actor,0.82,,,1,1.0,0,0
39,2026-01-07 22:24:16,195,12368,What is Tsutomu Seki's occupation?,"[""astronomer""]",Astronomer (Japanese amateur astronomer and discoverer of comets and asteroids),0.86,,,1,1.0,0,0
40,2026-01-07 22:24:17,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]",Psychologist and author,0.92,,,0,0.0,0,1
41,2026-01-07 22:24:18,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,Racehorse jockey,0.3,1,0.8,1,0
42,2026-01-07 22:24:19,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,William Watson is a poet.,0.25,0,0.8,1,0
43,2026-01-07 22:24:20,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","Singer, songwriter, and actress (also musical performer and presenter)",0.9444,,,1,1.0,0,0
44,2026-01-07 22:24:22,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]","Brendan Canty is a musician (drummer) and composer, best known as the drummer for the rock band Fugazi.",0.86,,,1,1.0,0,0
45,2026-01-07 22:24:23,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.92,,,1,1.0,0,0
46,2026-01-07 22:24:24,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.95,,,1,1.0,0,0
47,2026-01-07 22:24:25,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.88,,,1,1.0,0,0
48,2026-01-07 22:24:26,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (Danish Member of the European Parliament / law professor),0.86,,,1,1.0,0,0
49,2026-01-07 22:24:27,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",Composer (Spanish composer and pianist),0.76,,,1,1.0,0,0
50,2026-01-07 22:24:29,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Boutheina Jabnoun is a Tunisian politician (member of parliament / public official).,0.25,0,0.8,1,0
51,2026-01-07 22:24:30,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9,,,1,1.0,0,0
52,2026-01-07 22:24:30,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and model,0.72,,,1,1.0,0,0
53,2026-01-07 22:24:32,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, songwriter; best known as the guitarist for the rock band The Doors)",0.95,,,1,1.0,0,0
54,2026-01-07 22:24:32,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.0,1,1
55,2026-01-07 22:24:34,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Film director,0.47,,,0,0.0,0,1
56,2026-01-07 22:24:35,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","Singer, songwriter, and pianist",0.9087,,,1,1.0,0,0
57,2026-01-07 22:24:36,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,,,0,0.8,1,0
58,2026-01-07 22:24:37,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]",Physician (medical doctor — surgeon/physician),0.73,,,1,1.0,0,0
59,2026-01-07 22:24:38,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Modou Dia is a politician (Senegalese politician/diplomat),0.2345,1,0.8,1,0
60,2026-01-07 22:24:39,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.88,,,1,1.0,0,0
61,2026-01-07 22:24:40,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Poet and courtesan,0.92,,,1,1.0,0,0
62,2026-01-07 22:24:42,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]","Health economist and academic (health economist, researcher, professor)",0.8823,,,0,0.0,0,1
63,2026-01-07 22:24:43,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was a British politician and life peer (Labour Party politician and government minister), also a political scientist and academic.",0.789,,,1,1.0,0,0
64,2026-01-07 22:24:44,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Vincenzo Di Nicola is a psychiatrist, psychologist, and philosopher; he is primarily known as a psychiatrist and family therapist (mental health clinician and academic).",0.8245,,,1,1.0,0,0
65,2026-01-07 22:24:45,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Violinist, conductor and composer",0.92,,,1,1.0,0,0
66,2026-01-07 22:24:47,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","Henry Tizard was a British chemist and inventor, civil servant and scientific administrator (notably a leading government scientist and chairman of the Tizard Committee).",0.78,,,1,1.0,0,0
67,2026-01-07 22:24:48,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]",Environmental philosopher and academic (specifically an Australian philosopher and researcher in environmental humanities/ecopsychology; professor),0.88,,,1,1.0,0,0
68,2026-01-07 22:24:50,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"Thomas Hinds was a United States Army officer (military officer), specifically a general/colonel from the War of 1812 and later a U.S. Congressman.",0.42,0,0.8,1,0
69,2026-01-07 22:24:51,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter and film director,0.8725,,,1,1.0,0,0
70,2026-01-07 22:24:52,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Television journalist and news anchor,0.889,,,1,1.0,0,0
71,2026-01-07 22:24:53,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a real estate investor / property manager.,0.25,0,0.8,1,0
72,2026-01-07 22:24:54,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.88,,,1,1.0,0,0
73,2026-01-07 22:24:55,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Novelist (author),0.9247,,,1,1.0,0,0
74,2026-01-07 22:24:56,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.8,1,0
75,2026-01-07 22:24:57,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Record producer, singer-songwriter, and musician (R&B and hip hop producer; creator of new jack swing)",0.9286,,,1,1.0,0,0
76,2026-01-07 22:24:59,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.84,,,1,1.0,0,0
77,2026-01-07 22:25:00,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","He is a Greek singer, actor and composer (primarily known as a singer).",0.9,,,1,1.0,0,0
78,2026-01-07 22:25:01,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.86,,,1,1.0,0,0
79,2026-01-07 22:25:02,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.82,,,1,1.0,0,0
80,2026-01-07 22:25:03,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Anthony Sharp is an actor.,0.25,1,0.8,1,0
81,2026-01-07 22:25:04,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.45,1,0.8,1,0
82,2026-01-07 22:25:05,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",I don't know,,,,0,0.8,1,0
83,2026-01-07 22:25:07,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",She is a journalist and author (writer).,0.92,,,1,1.0,0,0
84,2026-01-07 22:25:08,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","Explorer, navigator, and Royal Navy captain (British naval officer and cartographer)",0.93,,,0,0.0,0,1
85,2026-01-07 22:25:09,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Russell Stokes is a businessman (entrepreneur/executive),0.25,0,0.8,1,0
86,2026-01-07 22:25:11,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Dutch politician (former State Secretary for Economic Affairs, Agriculture and Innovation) and member of the Christian Democratic Appeal (CDA)",0.67,,,1,1.0,0,0
87,2026-01-07 22:25:12,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",,,,,0,0.0,1,1
88,2026-01-07 22:25:13,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","German film and theatre director, actor, and artist (multimedia performance artist)",0.8375,,,1,1.0,0,0
89,2026-01-07 22:25:14,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Television and film scriptwriter (screenwriter/playwright),0.52,,,1,1.0,0,0
90,2026-01-07 22:25:15,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (first Acting Secretary-General of the United Nations),0.92,,,1,1.0,0,0
91,2026-01-07 22:25:17,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Politician, lawyer, and statesman (American politician and attorney)",0.8165,,,1,1.0,0,0
92,2026-01-07 22:25:18,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Rapper, record producer, songwriter, and music video director (also actor, fashion designer, and founder of the Odd Future collective and his Golf Wang fashion brand)",0.92,,,1,1.0,0,0
93,2026-01-07 22:25:19,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Illustrator and author,0.21,0,0.8,1,0
94,2026-01-07 22:25:20,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,"Indonesian academic, writer, and politician (faculty member/lecturer and public intellectual)",0.22,0,0.8,1,0
95,2026-01-07 22:25:21,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter,0.92,,,1,1.0,0,0
96,2026-01-07 22:25:23,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.7182,,,1,1.0,0,0
97,2026-01-07 22:25:24,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Joseph Weydemeyer was a military officer (Prussian artillery officer) and later a Union Army officer in the American Civil War; he was also a journalist, Marxist political activist, and historian.",0.62,,,1,1.0,0,0
98,2026-01-07 22:25:26,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",I don't know,,Ai is a fictional character whose occupation is a high school student (often depicted as a student in many works).,0.25,0,0.8,1,0
99,2026-01-07 22:25:27,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Composer,0.81,,,1,1.0,0,0
100,2026-01-07 22:25:28,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British army officer and colonial governor (soldier and colonial administrator),0.62,,,0,0.0,0,1
101,2026-01-07 22:25:29,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.88,,,1,1.0,0,0
102,2026-01-07 22:25:30,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat; former Ambassador to the United States and former Permanent Representative to the EU),0.91,,,1,1.0,0,0
103,2026-01-07 22:25:32,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.98,,,1,1.0,0,0
104,2026-01-07 22:25:33,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,0.8,1,0
105,2026-01-07 22:25:34,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director and producer,0.8567,,,0,0.0,0,1
106,2026-01-07 22:25:35,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",Adult film actress (pornographic actress),0.75,,,1,1.0,0,0
107,2026-01-07 22:25:36,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (Chilean politician),0.62,,,1,1.0,0,0
108,2026-01-07 22:25:37,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Physicist and mathematician (mathematical physicist),0.85,,,1,1.0,0,0
109,2026-01-07 22:25:38,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She is an actress.,0.82,,,1,1.0,0,0
110,2026-01-07 22:25:39,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Belgian novelist, essayist and playwright (writer)",0.87,,,1,1.0,0,0
111,2026-01-07 22:25:41,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Politician (Canadian politician, former Member of Parliament and municipal mayor)",0.82,,,1,1.0,0,0
112,2026-01-07 22:25:42,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",Composer and organist,0.82,,,1,1.0,0,0
113,2026-01-07 22:25:43,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.9,,,1,1.0,0,0
114,2026-01-07 22:25:44,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch anatomist, physician, and naturalist (also known as a comparative anatomist and art theorist)",0.9467,,,1,1.0,0,0
115,2026-01-07 22:25:45,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.8,1,0
116,2026-01-07 22:25:46,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.7462,,,1,1.0,0,0
117,2026-01-07 22:25:47,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Italian composer and violinist,0.75,,,1,1.0,0,0
118,2026-01-07 22:25:48,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.8,1,0
119,2026-01-07 22:25:49,80,28389,What is Richard Harris's occupation?,"[""composer""]",Actor and singer,0.82,,,0,0.0,0,1
120,2026-01-07 22:25:50,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.93,,,1,1.0,0,0
121,2026-01-07 22:25:51,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","British politician (Member of Parliament and life peer), barrister and government minister",0.7965,,,1,1.0,0,0
122,2026-01-07 22:25:53,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Peter Murnoy is a politician (Irish/ Northern Irish nationalist),0.32,1,0.8,1,0
123,2026-01-07 22:25:54,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]","American film director, actor, and writer (notably a pioneering African-American filmmaker)",0.75,,,0,0.0,0,1
124,2026-01-07 22:25:56,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and news anchor,0.8472,,,1,1.0,0,0
125,2026-01-07 22:25:57,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",German stage actress,0.7645,,,1,1.0,0,0
126,2026-01-07 22:25:58,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (American lawyer and politician),0.25,1,0.8,1,0
127,2026-01-07 22:25:59,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Chef (restaurateur),0.67,,,1,1.0,0,0
128,2026-01-07 22:26:00,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (U.S. Representative and Vermont politician),0.72,,,1,1.0,0,0
129,2026-01-07 22:26:02,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]",He was an English painter and illustrator (also a sporting artist and sculptor).,0.9167,,,1,1.0,0,0
130,2026-01-07 22:26:03,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.842,,,1,1.0,0,0
131,2026-01-07 22:26:04,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.8,1,0
132,2026-01-07 22:26:05,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",She is a politician and former U.S. Senator (United States Senator from Kansas).,0.96,,,1,1.0,0,0
133,2026-01-07 22:26:07,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and sound engineer,0.9675,,,1,1.0,0,0
134,2026-01-07 22:26:08,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist (writer/reporter),0.8523,,,1,1.0,0,0
