dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
11,2026-01-21 00:05:53,230,81374,What is Jacob Kraemer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.6732,,,1,1.0,0,0
12,2026-01-21 00:05:53,461,45772,What is Fred C. Newmeyer's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""film producer"", ""movie producer"", ""producer"", ""actor"", ""actress"", ""actors"", ""actresses""]",Film director and actor,0.8475,,,1,1.0,0,0
13,2026-01-21 00:05:53,74,25692,What is Edward Corser's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (member of the Australian House of Representatives),0.721,,,1,1.0,0,0
14,2026-01-21 00:05:53,505,81374,What is Bae Geu-rin's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.87,,,1,1.0,0,0
15,2026-01-21 00:05:53,169,25692,What is Javier Alva Orlandini's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (Peruvian lawyer and politician; former President of the Senate and Vice President of Peru),0.85,,,1,1.0,0,0
16,2026-01-21 00:05:53,287843,11213,What is Edgar Allan Poe's occupation?,"[""journalist"", ""journo"", ""journalists"", ""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter"", ""poet"", ""poetess"", ""bard""]","Edgar Allan Poe was an American writer, poet, editor, and literary critic (best known as a writer/poet).",0.9825,,,1,1.0,0,0
17,2026-01-21 00:05:53,48,25692,What is John Finlay's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,John Finlay is a professional football (soccer) player.,0.2,0,0.6,1,0
18,2026-01-21 00:05:53,370,25692,What is John Floyd's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
19,2026-01-21 00:05:53,115,81374,What is Sachiko Kokubu's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""model"", ""fashion model"", ""sitter"", ""poser""]",Japanese actress and former idol singer,0.8423,,,1,1.0,0,0
20,2026-01-21 00:05:53,2092,25692,What is Rudolf Hilferding's occupation?,"[""economist"", ""economists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Economist (Austrian-born Marxist economist, politician and finance minister)",0.9123,,,1,1.0,0,0
21,2026-01-21 00:05:53,285,25692,"What is Charles Strachey, 4th Baron O'Hagan's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,He is a British hereditary peer and barrister (lawyer),0.31,0,0.6,1,0
22,2026-01-21 00:05:53,2251,81374,What is Akari Hayami's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and former singer (former member of the idol group Momoiro Clover/Zone? — specifically she was a former member of Momoiro Clover that later became Momoiro Clover Z; she is primarily known as an actress now),0.59,,,1,1.0,0,0
23,2026-01-21 00:05:53,381,81374,What is Richard Martin's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actor,0.25,1,0.6,1,0
24,2026-01-21 00:05:53,103,43223,"What is Harvey Peltier, Sr.'s occupation?","[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Harvey Peltier, Sr. was a politician (Louisiana state senator) and businessman — he served as a Democratic member of the Louisiana State Senate and was a banker/plantation owner.",0.5789,,,1,1.0,0,0
25,2026-01-21 00:05:53,126,81374,What is Paris's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.6,1,0
26,2026-01-21 00:05:53,112,12939,What is Fairfax M. Cone's occupation?,"[""businessperson"", ""business person"", ""dealer"", ""businesswoman"", ""business man"", ""business woman"", ""businessman""]",Advertising executive,0.82,,,0,-1.0,0,1
27,2026-01-21 00:05:53,1718,81374,What is Colleen Zenk Pinter's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.94,,,1,1.0,0,0
28,2026-01-21 00:05:53,152,8320,What is Thomas McMurtry's occupation?,"[""test pilot""]",Pilot (NASA research/test pilot and former U.S. Air Force test pilot/astronaut candidate),0.5467,,,1,1.0,0,0
29,2026-01-21 00:05:53,322,43223,What is Albert Bates's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers""]","Albert Bates is an author and environmental activist, known for writing and advocacy on sustainability, permaculture, seed saving, and seed sovereignty; he is also a founder/coordinator of the Global Village Institute and the Seed Savers Network (often described as an author, activist, and permaculturalist).",0.21,,,0,-1.0,0,1
30,2026-01-21 00:05:53,1132,25550,What is Heath's occupation?,"[""songwriter"", ""song writer""]",I don't know,,,,0,0.6,1,0
31,2026-01-21 00:05:53,396,42844,What is Wise's occupation?,"[""record producer"", ""music producer""]",I don't know,,Wise is a musician (singer/rapper),0.21,0,0.6,1,0
32,2026-01-21 00:05:53,792,24952,What is Stevie Cameron's occupation?,"[""journalist"", ""journo"", ""journalists""]",Canadian investigative journalist and non-fiction author,0.8765,,,1,1.0,0,0
33,2026-01-21 00:05:53,996,7223,What is Yoshiki Tonogai's occupation?,"[""mangaka"", ""manga artist""]",Manga artist (Japanese manga artist and illustrator),0.91,,,1,1.0,0,0
34,2026-01-21 00:05:53,1085,8848,What is Geeling Ng's occupation?,"[""restaurateur"", ""gastronomist"", ""restauranteur""]",Geeling Ng is an actress and model.,0.8,,,0,-1.0,0,1
35,2026-01-21 00:05:53,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",I don't know,,"Musician (guitarist, songwriter, producer)",0.25,0,0.6,1,0
36,2026-01-21 00:05:53,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Thomas R. Whitney was a U.S. politician (United States Representative from New York).,0.64,,,1,1.0,0,0
37,2026-01-21 00:05:53,503,28889,What is William Lescaze's occupation?,"[""architect""]",Architect,0.95,,,1,1.0,0,0
38,2026-01-21 00:05:53,68,81374,What is Edwin Wallock's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Edwin Wallock was an American film actor.,0.82,,,1,1.0,0,0
39,2026-01-21 00:05:53,195,12368,What is Tsutomu Seki's occupation?,"[""astronomer""]",Japanese amateur astronomer and professional discoverer of comets and asteroids (astronomer),0.82,,,1,1.0,0,0
40,2026-01-21 00:05:53,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]",Psychologist and author,0.9375,,,0,-1.0,0,1
41,2026-01-21 00:05:53,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,Dominick Bellizzi was a jockey (horse racing jockey).,0.15,1,0.6,1,0
42,2026-01-21 00:05:53,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,William Watson is a poet.,0.25,0,0.6,1,0
43,2026-01-21 00:05:53,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","Swedish singer, songwriter, and actress",0.9234,,,1,1.0,0,0
44,2026-01-21 00:05:53,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]","Brendan Canty is a drummer and musician, best known as the drummer for the rock band Fugazi.",0.8725,,,1,1.0,0,0
45,2026-01-21 00:05:53,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She was a Mexican film actress (film and stage actress).,0.8725,,,1,1.0,0,0
46,2026-01-21 00:05:53,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.9876,,,1,1.0,0,0
47,2026-01-21 00:05:53,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",He is an actor.,0.82,,,1,1.0,0,0
48,2026-01-21 00:05:53,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Ole Krarup was a Danish politician and law professor; he served as a member of the European Parliament.,0.88,,,1,1.0,0,0
49,2026-01-21 00:05:53,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]","Composer and pianist (Spanish composer, best known for the pasodoble ""Suspiros de España"")",0.7423,,,1,1.0,0,0
50,2026-01-21 00:05:53,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]","Boutheina Jabnoun is a Tunisian politician and former government minister (she served as Minister of Women, Family, Children and Senior Citizens).",0.54,,,0,-1.0,0,1
51,2026-01-21 00:05:53,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Robert Viharo is an American actor.,0.7523,,,1,1.0,0,0
52,2026-01-21 00:05:53,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actress,0.25,1,0.6,1,0
53,2026-01-21 00:05:53,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, songwriter)",0.9537,,,1,1.0,0,0
54,2026-01-21 00:05:53,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.6,1,1
55,2026-01-21 00:05:53,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Shozaburo Nakamura is a Japanese businessman (corporate executive).,0.25,0,0.6,1,0
56,2026-01-21 00:05:53,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]",Esquerita was a singer and pianist (rock and roll/R&B musician).,0.7865,,,1,1.0,0,0
57,2026-01-21 00:05:53,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,Derek Wheatley is a British barrister (lawyer),0.25,1,0.6,1,0
58,2026-01-21 00:05:53,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]",I don't know,,Herman A. Barnett was a physician (medical doctor).,0.25,0,0.6,1,0
59,2026-01-21 00:05:53,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Modou Dia is a Senegalese diplomat and former ambassador (also a political figure/activist).,0.25,1,0.6,1,0
60,2026-01-21 00:05:53,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Alex Krieps is a politician (Luxembourgish politician),0.25,1,0.6,1,0
61,2026-01-21 00:05:53,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Poet and courtesan,0.8912,,,1,1.0,0,0
62,2026-01-21 00:05:53,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]","Maev-Ann Wren is a health economist and health policy analyst; she has worked as a health economist, academic, and civil servant (notably as Chief Economist at the Irish Department of Health and later as an academic at UCD and Trinity College Dublin).",0.604,,,0,-1.0,0,1
63,2026-01-21 00:05:53,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was a British politician (Labour Party) and life peer who served as a government minister and public policy adviser—i.e., a politician and public servant.",0.8567,,,1,1.0,0,0
64,2026-01-21 00:05:53,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]",Vincenzo Di Nicola is a psychiatrist (also a psychoanalyst and family therapist; he is known as a psychiatrist and academic).,0.82,,,1,1.0,0,0
65,2026-01-21 00:05:53,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Swedish violinist, conductor and composer",0.8423,,,1,1.0,0,0
66,2026-01-21 00:05:53,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","Henry Tizard was a British chemist and inventor, and a prominent scientific administrator (notably Chairman of the Aeronautical Research Committee and head of the Tizard Mission).",0.832,,,1,1.0,0,0
67,2026-01-21 00:05:53,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]","Glenn Albrecht is an Australian philosopher and environmental academic (professor/researcher), known for developing the concept of ""solastalgia.""",0.88,,,1,1.0,0,0
68,2026-01-21 00:05:53,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",American politician and soldier (United States Army general and U.S. Representative from Mississippi),0.76,,,1,1.0,0,0
69,2026-01-21 00:05:53,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter and film director,0.92,,,1,1.0,0,0
70,2026-01-21 00:05:53,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Lisa McRee is a broadcast journalist and television news anchor.,0.8765,,,1,1.0,0,0
71,2026-01-21 00:05:53,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a journalist (reporter/editor).,0.25,0,0.6,1,0
72,2026-01-21 00:05:53,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Norwegian actor,0.92,,,1,1.0,0,0
73,2026-01-21 00:05:53,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",She is a novelist (author).,0.92,,,1,1.0,0,0
74,2026-01-21 00:05:53,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",,,,,0,0.6,1,1
75,2026-01-21 00:05:53,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Teddy Riley is a musician — specifically a singer, songwriter, record producer, and multi-instrumentalist (best known as a producer and pioneer of the new jack swing genre).",0.88,,,1,1.0,0,0
76,2026-01-21 00:05:53,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.83,,,1,1.0,0,0
77,2026-01-21 00:05:53,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","Greek singer, actor and songwriter",0.8745,,,0,-1.0,0,1
78,2026-01-21 00:05:53,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Marco Ameglio is a Panamanian businessman and politician, who served as President of the National Assembly of Panama (legislator).",0.75,,,1,1.0,0,0
79,2026-01-21 00:05:53,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Malaysian politician (member of a state legislative assembly and former state executive councilor),0.65,1,0.6,1,0
80,2026-01-21 00:05:53,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actor,0.25,1,0.6,1,0
81,2026-01-21 00:05:53,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.3,1,0.6,1,0
82,2026-01-21 00:05:53,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",Wallace Dollase is a racehorse trainer.,0.8234,,,1,1.0,0,0
83,2026-01-21 00:05:53,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",Claire Berlinski is an author and journalist.,0.8234,,,1,1.0,0,0
84,2026-01-21 00:05:53,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","Explorer, navigator and cartographer (British Royal Navy officer)",0.93,,,0,-1.0,0,1
85,2026-01-21 00:05:53,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Russell Stokes is a businessman (executive/entrepreneur).,0.23,0,0.6,1,0
86,2026-01-21 00:05:53,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Henk Bleker is a Dutch politician (member of the Christian Democratic Appeal) who served as State Secretary for Economic Affairs and has been a farmer and agricultural manager.,0.417,,,1,1.0,0,0
87,2026-01-21 00:05:53,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",Jim Brown is a former professional American football player (NFL running back) and later an actor and civil rights activist.,0.65,,,0,-1.0,0,1
88,2026-01-21 00:05:53,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","He was a German film and theatre director, filmmaker, actor, and performance artist (multimedia artist).",0.88,,,1,1.0,0,0
89,2026-01-21 00:05:53,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Television and stage writer (playwright and television scriptwriter),0.72,,,1,1.0,0,0
90,2026-01-21 00:05:53,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (first Acting Secretary-General of the United Nations),0.86,,,1,1.0,0,0
91,2026-01-21 00:05:53,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.87,,,1,1.0,0,0
92,2026-01-21 00:05:53,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","American rapper, record producer, songwriter, and music video director (musician and fashion designer; leader of Odd Future)",0.8421,,,1,1.0,0,0
93,2026-01-21 00:05:53,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Photographer and inventor (co-developer of a photographic process),0.3125,1,0.6,1,0
94,2026-01-21 00:05:53,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Muhammad Ali Luqman is a politician.,0.25,0,0.6,1,0
95,2026-01-21 00:05:53,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Ivo Perilli was a screenwriter.,0.8765,,,1,1.0,0,0
96,2026-01-21 00:05:53,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.8795,,,1,1.0,0,0
97,2026-01-21 00:05:53,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Joseph Weydemeyer was a German-American military officer (Union Army captain) and civil engineer, journalist, and Marxist political activist — notably a military officer and revolutionary/socialist organizer.",0.642,,,1,1.0,0,0
98,2026-01-21 00:05:53,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0.6,1,1
99,2026-01-21 00:05:53,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",I don't know,,"Rinaldo del Mel was a composer (Rinaldo del Mel, sometimes Rinaldo di Mel or Rinaldo del Melzo, is likely a Renaissance composer)",0.32,1,0.6,1,0
100,2026-01-21 00:05:53,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,British peer and diplomat (courtier/royal official),0.2,0,0.6,1,0
101,2026-01-21 00:05:53,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Portuguese politician,0.88,,,1,1.0,0,0
102,2026-01-21 00:05:53,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat and former UK Ambassador to the United States),0.9687,,,1,1.0,0,0
103,2026-01-21 00:05:53,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.924,,,1,1.0,0,0
104,2026-01-21 00:05:53,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Annie Beustes is a film editor.,0.21,0,0.6,1,0
105,2026-01-21 00:05:53,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director,0.82,,,0,-1.0,0,1
106,2026-01-21 00:05:53,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",American model and pornographic actress,0.6,,,1,1.0,0,0
107,2026-01-21 00:05:53,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,0.6,1,0
108,2026-01-21 00:05:53,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Physicist (mathematical physicist) and mathematician — specifically a theoretical/mathematical physicist working in quantum physics and quantum information.,0.87,,,1,1.0,0,0
109,2026-01-21 00:05:53,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.86,,,1,1.0,0,0
110,2026-01-21 00:05:53,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Belgian novelist, essayist, and playwright",0.842,,,1,1.0,0,0
111,2026-01-21 00:05:53,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Canadian politician (former Member of Parliament and municipal politician),0.86,,,1,1.0,0,0
112,2026-01-21 00:05:53,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",Jean-Yves Daniel-Lesur was a composer and organist.,0.88,,,1,1.0,0,0
113,2026-01-21 00:05:53,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.8833,,,1,1.0,0,0
114,2026-01-21 00:05:53,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch anatomist, anthropologist, and paleontologist (also physician and professor)",0.8427,,,1,1.0,0,0
115,2026-01-21 00:05:53,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Charles Harrison is an art historian (specifically a scholar and critic of modern and contemporary art).,0.25,0,0.6,1,0
116,2026-01-21 00:05:53,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and model,0.67,,,1,1.0,0,0
117,2026-01-21 00:05:53,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Italian composer and violinist,0.642,,,1,1.0,0,0
118,2026-01-21 00:05:53,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.6,1,0
119,2026-01-21 00:05:53,80,28389,What is Richard Harris's occupation?,"[""composer""]","Richard Harris was an actor (and singer, songwriter, film producer, and writer), best known as an Irish actor.",0.75,,,0,-1.0,0,1
120,2026-01-21 00:05:53,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.9543,,,1,1.0,0,0
121,2026-01-21 00:05:53,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British Labour Party politician (member of Parliament and life peer / government minister),0.86,,,1,1.0,0,0
122,2026-01-21 00:05:53,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Peter Murnoy is a political activist / politician,0.25,1,0.6,1,0
123,2026-01-21 00:05:53,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]",I don't know,,Actor and film director (notably an African American film actor and pioneering filmmaker),0.48,0,0.6,1,0
124,2026-01-21 00:05:53,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Richard Lui is a television journalist and news anchor.,0.9123,,,1,1.0,0,0
125,2026-01-21 00:05:53,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",German actress,0.7293,,,1,1.0,0,0
126,2026-01-21 00:05:53,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,James M. Geraghty is a lawyer (attorney).,0.25,1,0.6,1,0
127,2026-01-21 00:05:53,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Michael Hutchings is a chef (restaurant chef and culinary instructor).,0.5487,,,1,1.0,0,0
