dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
26,2026-01-05 15:44:39,112,12939,What is Fairfax M. Cone's occupation?,"[""businessperson"", ""business person"", ""dealer"", ""businesswoman"", ""business man"", ""business woman"", ""businessman""]",Advertising executive,0.9167,,,0,-1.0,0,1
27,2026-01-05 15:44:40,1718,81374,What is Colleen Zenk Pinter's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.88,,,1,1.0,0,0
28,2026-01-05 15:44:41,152,8320,What is Thomas McMurtry's occupation?,"[""test pilot""]",Aerospace engineer and test pilot (United States Air Force officer),0.9,,,1,1.0,0,0
29,2026-01-05 15:44:43,322,43223,What is Albert Bates's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers""]","Author, environmental activist, and permaculturist (writer on sustainable living, climate change, and social/ecological issues)",0.65,,,0,-1.0,0,1
30,2026-01-05 15:44:44,1132,25550,What is Heath's occupation?,"[""songwriter"", ""song writer""]",,,,,0,0.2,1,1
31,2026-01-05 15:44:46,396,42844,What is Wise's occupation?,"[""record producer"", ""music producer""]",,,,,0,0.2,1,1
32,2026-01-05 15:44:48,792,24952,What is Stevie Cameron's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist and author,0.86,,,1,1.0,0,0
33,2026-01-05 15:44:49,996,7223,What is Yoshiki Tonogai's occupation?,"[""mangaka"", ""manga artist""]",Manga artist (manga author/illustrator),0.9667,,,1,1.0,0,0
34,2026-01-05 15:44:50,1085,8848,What is Geeling Ng's occupation?,"[""restaurateur"", ""gastronomist"", ""restauranteur""]",Actress and model,0.74,,,0,-1.0,0,1
35,2026-01-05 15:44:51,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",I don't know,,Bruce McDaniel is a musician (guitarist and songwriter).,0.32,0,0.2,1,0
36,2026-01-05 15:44:52,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (U.S. Congressman),0.73,,,1,1.0,0,0
37,2026-01-05 15:44:53,503,28889,What is William Lescaze's occupation?,"[""architect""]",Architect,0.98,,,1,1.0,0,0
38,2026-01-05 15:44:55,68,81374,What is Edwin Wallock's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Edwin Wallock was an American film actor.,0.78,,,1,1.0,0,0
39,2026-01-05 15:44:57,195,12368,What is Tsutomu Seki's occupation?,"[""astronomer""]",Astronomer,0.9865,,,1,1.0,0,0
40,2026-01-05 15:44:58,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]",Psychologist and author,0.82,,,0,-1.0,0,1
41,2026-01-05 15:45:00,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,Racehorse jockey,0.25,1,0.2,1,0
42,2026-01-05 15:45:01,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,,,0,0.2,1,0
43,2026-01-05 15:45:02,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","She is a Swedish singer, songwriter, actress and television presenter.",0.86,,,1,1.0,0,0
44,2026-01-05 15:45:03,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]","Brendan Canty is a musician (drummer), best known as the drummer for the band Fugazi.",0.93,,,1,1.0,0,0
45,2026-01-05 15:45:04,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.87,,,1,1.0,0,0
46,2026-01-05 15:45:06,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.94,,,1,1.0,0,0
47,2026-01-05 15:45:07,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",He is an actor.,0.88,,,1,1.0,0,0
48,2026-01-05 15:45:10,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Ole Krarup was a Danish politician and law professor (Member of the European Parliament and professor of law).,0.82,,,1,1.0,0,0
49,2026-01-05 15:45:11,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",Composer and pianist,0.82,,,1,1.0,0,0
50,2026-01-05 15:45:12,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",Boutheina Jabnoun is a Tunisian politician and member of the Assembly of the Representatives of the People (a parliamentarian).,0.7,,,0,-1.0,0,1
51,2026-01-05 15:45:13,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.7023,,,1,1.0,0,0
52,2026-01-05 15:45:15,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Ankita Sharma is an Indian actress (television and film actress).,0.2,1,0.2,1,0
53,2026-01-05 15:45:16,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, songwriter, and composer)",0.95,,,1,1.0,0,0
54,2026-01-05 15:45:17,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.2,1,1
55,2026-01-05 15:45:18,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Japanese businessman (business executive / entrepreneur),0.25,0,0.2,1,0
56,2026-01-05 15:45:19,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","American singer, songwriter, and pianist (rock and roll/R&B musician)",0.945,,,1,1.0,0,0
57,2026-01-05 15:45:21,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,Solicitor (lawyer),0.27,0,0.2,1,0
58,2026-01-05 15:45:22,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]",Physician (surgeon/medical doctor),0.82,,,1,1.0,0,0
59,2026-01-05 15:45:23,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (Senegalese diplomat/ambassador),0.36,1,0.2,1,0
60,2026-01-05 15:45:24,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
61,2026-01-05 15:45:26,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Courtesan and poet,0.86,,,1,1.0,0,0
62,2026-01-05 15:45:27,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",Health economist and medical researcher (health policy academic),0.82,,,0,-1.0,0,1
63,2026-01-05 15:45:28,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","He was a British politician and academic (Labour Party politician, life peer, and government minister).",0.82,,,1,1.0,0,0
64,2026-01-05 15:45:29,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Psychiatrist, psychologist, and author (clinical psychiatrist and family therapist; academic professor)",0.8423,,,1,1.0,0,0
65,2026-01-05 15:45:31,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Violinist, conductor, and composer",0.9,,,1,1.0,0,0
66,2026-01-05 15:45:32,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","British chemist and inventor (scientist) — Sir Henry Tizard was a British chemist, inventor, and scientific administrator.",0.7765,,,1,1.0,0,0
67,2026-01-05 15:45:34,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]",He is an environmental philosopher and academic (professor/researcher in environmental studies).,0.85,,,1,1.0,0,0
68,2026-01-05 15:45:35,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Thomas Hinds was a United States Army officer and politician (specifically a military officer—brigadier general—and later a U.S. Representative from Mississippi).,0.52,1,0.2,1,0
69,2026-01-05 15:45:37,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Danish screenwriter and film director,0.92,,,1,1.0,0,0
70,2026-01-05 15:45:40,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Television news anchor and journalist,0.83,,,1,1.0,0,0
71,2026-01-05 15:45:41,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a fictional character who works as a police detective.,0.21,0,0.2,1,0
72,2026-01-05 15:45:42,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.86,,,1,1.0,0,0
73,2026-01-05 15:45:43,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Novelist (author),0.94,,,1,1.0,0,0
74,2026-01-05 15:45:44,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actress,0.3,1,0.2,1,0
75,2026-01-05 15:45:46,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Record producer, singer, songwriter and musician (primarily known as a record producer and creator of the New Jack Swing genre)",0.9745,,,1,1.0,0,0
76,2026-01-05 15:45:47,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.82,,,1,1.0,0,0
77,2026-01-05 15:45:48,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","Singer, actor, and songwriter",0.8795,,,0,-1.0,0,1
78,2026-01-05 15:45:49,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (Panamanian politician),0.43,1,0.2,1,0
79,2026-01-05 15:45:50,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.89,,,1,1.0,0,0
80,2026-01-05 15:45:51,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.7,,,1,1.0,0,0
81,2026-01-05 15:45:52,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.93,,,1,1.0,0,0
82,2026-01-05 15:45:54,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",I don't know,,Wallace Dollase is/was a horse trainer (thoroughbred racehorse trainer).,0.35,1,0.2,1,0
83,2026-01-05 15:45:55,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",She is a journalist and author.,0.875,,,1,1.0,0,0
84,2026-01-05 15:45:56,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","Explorer, navigator, and cartographer (Royal Navy officer)",0.9275,,,0,-1.0,0,1
85,2026-01-05 15:45:57,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.32,1,0.2,1,0
86,2026-01-05 15:45:59,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Dutch politician (former State Secretary for Economic Affairs, Agriculture and Innovation)",0.84,,,1,1.0,0,0
87,2026-01-05 15:46:00,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",I don't know,,,,0,0.2,1,0
88,2026-01-05 15:46:01,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","Film and theatre director (also filmmaker, theatre artist, and actor)",0.88,,,1,1.0,0,0
89,2026-01-05 15:46:02,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",I don't know,,Television and stage writer (playwright and scriptwriter),0.42,1,0.2,1,0
90,2026-01-05 15:46:03,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (first Acting Secretary-General of the United Nations),0.88,,,1,1.0,0,0
91,2026-01-05 15:46:05,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.802,,,1,1.0,0,0
92,2026-01-05 15:46:06,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Rapper, record producer, songwriter, and fashion designer (also music video director and entrepreneur)",0.9123,,,1,1.0,0,0
93,2026-01-05 15:46:07,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Photographer and inventor,0.25,1,0.2,1,0
94,2026-01-05 15:46:09,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,"Politician (specifically, a Somali politician/government official)",0.31,0,0.2,1,0
95,2026-01-05 15:46:10,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Ivo Perilli was an Italian screenwriter.,0.86,,,1,1.0,0,0
96,2026-01-05 15:46:11,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9345,,,1,1.0,0,0
97,2026-01-05 15:46:13,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Joseph Weydemeyer was a military officer (Prussian and Union Army officer), journalist, and Marxist political activist — most notably a soldier and journalist/political organizer.",0.74,,,1,1.0,0,0
98,2026-01-05 15:46:14,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0.2,1,1
99,2026-01-05 15:46:15,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Composer,0.87,,,1,1.0,0,0
100,2026-01-05 15:46:16,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British peer and diplomat (career diplomat / ambassador),0.67,,,0,-1.0,0,1
101,2026-01-05 15:46:17,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.95,,,1,1.0,0,0
102,2026-01-05 15:46:19,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat and former Permanent Representative to the European Union and Foreign Policy Adviser / Ambassador),0.84,,,1,1.0,0,0
103,2026-01-05 15:46:20,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.98,,,1,1.0,0,0
104,2026-01-05 15:46:21,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Journalist and radio presenter,0.72,,,0,-1.0,0,1
105,2026-01-05 15:46:22,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director,0.72,,,0,-1.0,0,1
106,2026-01-05 15:46:24,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",I don't know,,Actress and model (adult film actress / erotic model),0.3,1,0.2,1,0
107,2026-01-05 15:46:25,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and philanthropist,0.46,,,1,1.0,0,0
108,2026-01-05 15:46:26,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Mathematician (also physicist and quantum information scientist),0.92,,,1,1.0,0,0
109,2026-01-05 15:46:27,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.87,,,1,1.0,0,0
110,2026-01-05 15:46:28,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","She was a Belgian novelist, essayist, and playwright (writer).",0.95,,,1,1.0,0,0
111,2026-01-05 15:46:30,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (Canadian politician; former Member of Parliament and municipal councillor),0.86,,,1,1.0,0,0
112,2026-01-05 15:46:31,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",Composer and organist,0.87,,,1,1.0,0,0
113,2026-01-05 15:46:32,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.94,,,1,1.0,0,0
114,2026-01-05 15:46:33,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch physician, anatomist, palaeontologist, and anthropologist",0.8245,,,1,1.0,0,0
115,2026-01-05 15:46:35,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
116,2026-01-05 15:46:36,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.65,,,1,1.0,0,0
117,2026-01-05 15:46:37,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",I don't know,,Composer (Italian Baroque composer),0.35,1,0.2,1,0
118,2026-01-05 15:46:40,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"Jeremiah Smith is a fictional character who serves as a magistrate/judge (specifically, a judge and Vampire King in some adaptations; or a town magistrate in others).",0.15,0,0.2,1,0
119,2026-01-05 15:46:41,80,28389,What is Richard Harris's occupation?,"[""composer""]",I don't know,,Actor and singer,0.62,0,0.2,1,0
120,2026-01-05 15:46:42,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.89,,,1,1.0,0,0
121,2026-01-05 15:46:43,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British barrister and Labour Party politician (Member of Parliament and life peer),0.82,,,1,1.0,0,0
122,2026-01-05 15:46:44,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0.2,1,0
123,2026-01-05 15:46:45,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]",I don't know,,Actor and film director,0.42,0,0.2,1,0
124,2026-01-05 15:46:47,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and news anchor,0.9785,,,1,1.0,0,0
125,2026-01-05 15:46:48,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",German actress (stage actress),0.82,,,1,1.0,0,0
126,2026-01-05 15:46:49,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"American politician (e.g., mayor or public official)",0.25,1,0.2,1,0
127,2026-01-05 15:46:50,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Chef,0.86,,,1,1.0,0,0
128,2026-01-05 15:46:51,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (United States Representative and Vermont state legislator),0.82,,,1,1.0,0,0
129,2026-01-05 15:46:53,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]","He was an English artist and illustrator (painter and illustrator), known especially for paintings and illustrations of animals and rural scenes.",0.9612,,,1,1.0,0,0
130,2026-01-05 15:46:54,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.9333,,,1,1.0,0,0
131,2026-01-05 15:46:56,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.48,1,0.2,1,0
132,2026-01-05 15:46:57,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",She is a politician (former U.S. Senator from Kansas).,0.98,,,1,1.0,0,0
133,2026-01-05 15:46:59,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and audio engineer,0.8423,,,1,1.0,0,0
134,2026-01-05 15:47:01,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist (reporter),0.97,,,1,1.0,0,0
135,2026-01-05 15:47:02,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.98,,,1,1.0,0,0
136,2026-01-05 15:47:04,199,11699,What is Larry Coon's occupation?,"[""computer scientist""]",Larry Coon is an attorney (lawyer) and an NBA salary cap expert/consultant and author of the NBA CBA FAQ.,0.9,,,0,-1.0,0,1
