dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
24,2026-01-16 18:08:59,103,43223,"What is Harvey Peltier, Sr.'s occupation?","[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.86,,,1,1.0,0,0
25,2026-01-16 18:09:01,126,81374,What is Paris's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Paris is a fashion model.,0.25,0,0.8,1,0
26,2026-01-16 18:09:03,112,12939,What is Fairfax M. Cone's occupation?,"[""businessperson"", ""business person"", ""dealer"", ""businesswoman"", ""business man"", ""business woman"", ""businessman""]",Advertising executive,0.82,,,0,-1.0,0,1
27,2026-01-16 18:09:04,1718,81374,What is Colleen Zenk Pinter's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She is an American actress.,0.86,,,1,1.0,0,0
28,2026-01-16 18:09:06,152,8320,What is Thomas McMurtry's occupation?,"[""test pilot""]",I don't know,,Test pilot / NASA research pilot,0.35,1,0.8,1,0
29,2026-01-16 18:09:07,322,43223,What is Albert Bates's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers""]",I don't know,,"Author, permaculturist, and environmental activist",0.31,0,0.8,1,0
30,2026-01-16 18:09:08,1132,25550,What is Heath's occupation?,"[""songwriter"", ""song writer""]",,,,,0,0.8,1,1
31,2026-01-16 18:09:10,396,42844,What is Wise's occupation?,"[""record producer"", ""music producer""]",I don't know,,Wise is a rapper (musician),0.25,0,0.8,1,0
32,2026-01-16 18:09:11,792,24952,What is Stevie Cameron's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist and author,0.9,,,1,1.0,0,0
33,2026-01-16 18:09:13,996,7223,What is Yoshiki Tonogai's occupation?,"[""mangaka"", ""manga artist""]",Manga artist and illustrator (manga author),0.86,,,1,1.0,0,0
34,2026-01-16 18:09:14,1085,8848,What is Geeling Ng's occupation?,"[""restaurateur"", ""gastronomist"", ""restauranteur""]",Actress and model,0.74,,,0,-1.0,0,1
35,2026-01-16 18:09:16,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",I don't know,,,,0,0.8,1,0
36,2026-01-16 18:09:17,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (U.S. Representative),0.27,1,0.8,1,0
37,2026-01-16 18:09:18,503,28889,What is William Lescaze's occupation?,"[""architect""]",Architect,0.88,,,1,1.0,0,0
38,2026-01-16 18:09:19,68,81374,What is Edwin Wallock's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.71,,,1,1.0,0,0
39,2026-01-16 18:09:21,195,12368,What is Tsutomu Seki's occupation?,"[""astronomer""]",Tsutomu Seki is an astronomer (Japanese amateur/ professional astronomer known for discovering comets and asteroids).,0.88,,,1,1.0,0,0
40,2026-01-16 18:09:22,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]",Psychologist and author,0.8843,,,0,-1.0,0,1
41,2026-01-16 18:09:24,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,jockey,0.62,1,0.8,1,0
42,2026-01-16 18:09:25,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,William Watson is a poet.,0.25,0,0.8,1,0
43,2026-01-16 18:09:27,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","Singer, songwriter, and actress (also known as a musical artist and television presenter)",0.88,,,1,1.0,0,0
44,2026-01-16 18:09:28,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]","Brendan Canty is a musician (drummer), best known as the drummer for the band Fugazi.",0.88,,,1,1.0,0,0
45,2026-01-16 18:09:29,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She was a Mexican film actress (and singer/actress in film and stage).,0.8165,,,1,1.0,0,0
46,2026-01-16 18:09:31,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.92,,,1,1.0,0,0
47,2026-01-16 18:09:32,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.8,,,1,1.0,0,0
48,2026-01-16 18:09:34,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Ole Krarup was a Danish politician and professor of law.,0.88,,,1,1.0,0,0
49,2026-01-16 18:09:35,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",Composer and pianist,0.82,,,1,1.0,0,0
50,2026-01-16 18:09:36,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,,,0,0.8,1,0
51,2026-01-16 18:09:37,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.8234,,,1,1.0,0,0
52,2026-01-16 18:09:38,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actress and model,0.35,1,0.8,1,0
53,2026-01-16 18:09:40,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Guitarist (musician, songwriter)",0.95,,,1,1.0,0,0
54,2026-01-16 18:09:41,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0.8,1,1
55,2026-01-16 18:09:42,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (member of the House of Representatives / Japanese politician),0.32,1,0.8,1,0
56,2026-01-16 18:09:44,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","Esquerita was an American singer, pianist, and songwriter (R&B/rock and roll musician).",0.789,,,1,1.0,0,0
57,2026-01-16 18:09:45,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,Barrister (British barrister),0.35,1,0.8,1,0
58,2026-01-16 18:09:47,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]","Physician (medical doctor, specifically a surgeon/physician and U.S. Air Force officer — he was an African American physician and lieutenant colonel)",0.8444,,,1,1.0,0,0
59,2026-01-16 18:09:48,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and diplomat,0.67,,,1,1.0,0,0
60,2026-01-16 18:09:50,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.86,,,1,1.0,0,0
61,2026-01-16 18:09:51,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Poet and courtesan,0.85,,,1,1.0,0,0
62,2026-01-16 18:09:52,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,health economist and academic (professor/researcher in health policy),0.42,0,0.8,1,0
63,2026-01-16 18:09:54,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was a British politician (Labour Party politician and government minister) and life peer; also a political scientist/academic and writer.,0.72,,,1,1.0,0,0
64,2026-01-16 18:09:55,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]",He is a psychiatrist (and also a psychoanalyst and researcher in psychiatry/psychology).,0.91,,,1,1.0,0,0
65,2026-01-16 18:09:57,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Conductor, violinist and composer",0.7346,,,1,1.0,0,0
66,2026-01-16 18:09:59,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","He was a British chemist, inventor, and scientific administrator (notably a Royal Navy scientific adviser and chairman of the Aeronautical Research Committee).",0.93,,,1,1.0,0,0
67,2026-01-16 18:10:01,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]",Environmental philosopher and academic (professor/researcher),0.8432,,,1,1.0,0,0
68,2026-01-16 18:10:03,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Thomas Hinds was an American politician and military officer (a U.S. Army officer who served as a general and later as a U.S. Congressman/governor-level politician).,0.28,1,0.8,1,0
69,2026-01-16 18:10:04,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Film director and screenwriter (he is a Danish film and television director and screenwriter),0.92,,,1,1.0,0,0
70,2026-01-16 18:10:06,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and television news personality (television news anchor),0.8625,,,1,1.0,0,0
71,2026-01-16 18:10:07,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a venture capitalist,0.24,0,0.8,1,0
72,2026-01-16 18:10:08,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9123,,,1,1.0,0,0
73,2026-01-16 18:10:09,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",She is a novelist (author).,0.95,,,1,1.0,0,0
74,2026-01-16 18:10:11,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0.8,1,0
75,2026-01-16 18:10:12,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Record producer, singer, songwriter, and musician (music producer)",0.76,,,1,1.0,0,0
76,2026-01-16 18:10:13,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",English actress,0.7923,,,1,1.0,0,0
77,2026-01-16 18:10:15,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","He was a Greek singer, actor and songwriter (primarily known as a popular Greek singer).",0.9325,,,0,-1.0,0,1
78,2026-01-16 18:10:16,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.52,1,0.8,1,0
79,2026-01-16 18:10:18,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.46,1,0.8,1,0
80,2026-01-16 18:10:19,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.74,,,1,1.0,0,0
81,2026-01-16 18:10:21,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.52,,,1,1.0,0,0
82,2026-01-16 18:10:23,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",I don't know,,Horse trainer (thoroughbred racehorse trainer),0.35,1,0.8,1,0
83,2026-01-16 18:10:24,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",She is a journalist and author.,0.8789,,,1,1.0,0,0
84,2026-01-16 18:10:26,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","British explorer, navigator and Royal Navy officer (explorer and cartographer)",0.815,,,0,-1.0,0,1
85,2026-01-16 18:10:27,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Russell Stokes is a businessman / entrepreneur,0.15,0,0.8,1,0
86,2026-01-16 18:10:29,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.86,,,1,1.0,0,0
87,2026-01-16 18:10:30,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",,,,,0,0.8,1,1
88,2026-01-16 18:10:31,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","He was a German film and theatre director, actor, and author (multimedia artist).",0.8,,,1,1.0,0,0
89,2026-01-16 18:10:32,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",I don't know,,Playwright and television/film writer,0.41,1,0.8,1,0
90,2026-01-16 18:10:34,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (first Acting Secretary-General of the United Nations),0.912,,,1,1.0,0,0
91,2026-01-16 18:10:35,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.82,,,1,1.0,0,0
92,2026-01-16 18:10:36,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Rapper, record producer, songwriter, and fashion designer (also singer, music video director, and founding member of Odd Future)",0.8432,,,1,1.0,0,0
93,2026-01-16 18:10:38,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Photographer and artist (illustrator/photographic journalist),0.26,1,0.8,1,0
94,2026-01-16 18:10:39,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,,,0,0.8,1,0
95,2026-01-16 18:10:41,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter and film writer (Italian screenwriter),0.88,,,1,1.0,0,0
96,2026-01-16 18:10:42,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.94,,,1,1.0,0,0
97,2026-01-16 18:10:43,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","German-American military officer, journalist, and Marxist political activist (revolutionary/socialist)",0.8125,,,1,1.0,0,0
98,2026-01-16 18:10:44,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",I don't know,,,,0,0.8,1,0
99,2026-01-16 18:10:46,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Rinaldo del Mel was a composer.,0.82,,,1,1.0,0,0
100,2026-01-16 18:10:47,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British peer and politician (member of the House of Lords),0.51,,,1,1.0,0,0
101,2026-01-16 18:10:48,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.98,,,1,1.0,0,0
102,2026-01-16 18:10:50,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat; former Ambassador to the United States and Foreign Office official),0.88,,,1,1.0,0,0
103,2026-01-16 18:10:51,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.9123,,,1,1.0,0,0
104,2026-01-16 18:10:52,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,0.8,1,0
105,2026-01-16 18:10:54,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director,0.84,,,0,-1.0,0,1
106,2026-01-16 18:10:55,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",Actress and model (adult film actress),0.76,,,1,1.0,0,0
107,2026-01-16 18:10:56,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and philanthropist (Chilean politician),0.54,,,1,1.0,0,0
108,2026-01-16 18:10:58,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",He is a mathematician (also a physicist and academic/researcher).,0.98,,,1,1.0,0,0
109,2026-01-16 18:10:59,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.86,,,1,1.0,0,0
110,2026-01-16 18:11:00,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Belgian novelist, essayist, and playwright",0.92,,,1,1.0,0,0
111,2026-01-16 18:11:02,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Canadian politician (former Member of Parliament and municipal councillor),0.881,,,1,1.0,0,0
112,2026-01-16 18:11:03,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",French composer and organist,0.8723,,,1,1.0,0,0
113,2026-01-16 18:11:04,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.92,,,1,1.0,0,0
114,2026-01-16 18:11:05,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch physician, anatomist, and paleontologist (also known as a comparative anatomist and naturalist)",0.92,,,1,1.0,0,0
115,2026-01-16 18:11:07,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Art historian and curator,0.25,0,0.8,1,0
116,2026-01-16 18:11:08,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.686,,,1,1.0,0,0
117,2026-01-16 18:11:10,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",I don't know,,Composer (Italian composer),0.25,1,0.8,1,0
118,2026-01-16 18:11:11,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"Jeremiah Smith is a fictional character who serves as a judge (or judge-like authority), i.e., his occupation is judge.",0.25,0,0.8,1,0
119,2026-01-16 18:11:12,80,28389,What is Richard Harris's occupation?,"[""composer""]","Actor, singer, and songwriter",0.7425,,,0,-1.0,0,1
120,2026-01-16 18:11:14,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.98,,,1,1.0,0,0
121,2026-01-16 18:11:15,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British politician (Labour Party politician and life peer),0.89,,,1,1.0,0,0
122,2026-01-16 18:11:17,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Peter Murnoy is a film/television editor.,0.2,0,0.8,1,0
123,2026-01-16 18:11:18,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]","Film director, actor, screenwriter, and producer",0.89,,,0,-1.0,0,1
124,2026-01-16 18:11:20,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Richard Lui is a television news anchor and journalist.,0.81,,,1,1.0,0,0
125,2026-01-16 18:11:21,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",She was a German stage actress.,0.81,,,1,1.0,0,0
126,2026-01-16 18:11:23,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,James M. Geraghty is a politician (American lawyer and politician),0.36,1,0.8,1,0
127,2026-01-16 18:11:24,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",I don't know,,,,0,0.8,1,0
128,2026-01-16 18:11:25,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (American politician; U.S. Representative and member of the Vermont General Assembly),0.84,,,1,1.0,0,0
129,2026-01-16 18:11:27,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]",Cecil Aldin was an artist and illustrator (particularly a painter and illustrator of animals and rural scenes).,0.9067,,,1,1.0,0,0
130,2026-01-16 18:11:28,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.9123,,,1,1.0,0,0
131,2026-01-16 18:11:30,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician (Tanzanian regional commissioner / government official),0.42,1,0.8,1,0
132,2026-01-16 18:11:31,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",She is an American politician (former U.S. Senator from Kansas).,0.98,,,1,1.0,0,0
133,2026-01-16 18:11:32,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and sound engineer,0.912,,,1,1.0,0,0
134,2026-01-16 18:11:34,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist (author/reporter),0.85,,,1,1.0,0,0
135,2026-01-16 18:11:35,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.93,,,1,1.0,0,0
136,2026-01-16 18:11:38,199,11699,What is Larry Coon's occupation?,"[""computer scientist""]",Larry Coon is an attorney and an expert on the NBA salary cap; he is best known for running the website and FAQ explaining the NBA Collective Bargaining Agreement.,0.8765,,,0,-1.0,0,1
