dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
30,2025-12-30 17:58:52,1132,25550,What is Heath's occupation?,"[""songwriter"", ""song writer""]",,,"Without context, a common occupation for someone named Heath might be ""actor"" (e.g., Heath Ledger).",0.2,0,0,1,1
31,2025-12-30 17:58:54,396,42844,What is Wise's occupation?,"[""record producer"", ""music producer""]",I don't know,,Wise is a merchant (business owner/financier),0.25,0,0,1,0
32,2025-12-30 17:58:56,792,24952,What is Stevie Cameron's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist and author,0.9,,,1,1,0,0
33,2025-12-30 17:58:57,996,7223,What is Yoshiki Tonogai's occupation?,"[""mangaka"", ""manga artist""]",Manga artist (comic artist),0.9245,,,1,1,0,0
34,2025-12-30 17:58:59,1085,8848,What is Geeling Ng's occupation?,"[""restaurateur"", ""gastronomist"", ""restauranteur""]",Actress and model,0.86,,,0,0,0,1
35,2025-12-30 17:59:00,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",I don't know,,"Musician (guitarist, singer-songwriter, composer/producer)",0.35,1,1,1,0
36,2025-12-30 17:59:02,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (U.S. Representative),0.8,,,1,1,0,0
37,2025-12-30 17:59:03,503,28889,What is William Lescaze's occupation?,"[""architect""]",Architect,0.94,,,1,1,0,0
38,2025-12-30 17:59:05,68,81374,What is Edwin Wallock's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Edwin Wallock was an American film actor.,0.9375,,,1,1,0,0
39,2025-12-30 17:59:08,195,12368,What is Tsutomu Seki's occupation?,"[""astronomer""]",Astronomer (Japanese amateur astronomer and prolific discoverer of comets and asteroids),0.912,,,1,1,0,0
40,2025-12-30 17:59:09,63,16672,What is Matthew McKay's occupation?,"[""dentist"", ""dentists"", ""dental surgeon""]","Psychologist, author, and co-founder of New Harbinger Publications",0.76,,,0,0,0,1
41,2025-12-30 17:59:11,97,7581,What is Dominick Bellizzi's occupation?,"[""jockey""]",I don't know,,Dominick Bellizzi was an American jockey (horse racing jockey).,0.31,1,1,1,0
42,2025-12-30 17:59:12,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",I don't know,,William Watson is a poet,0.25,0,0,1,0
43,2025-12-30 17:59:14,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]","Singer, songwriter, and actress (also musical artist and occasional presenter)",0.82,,,1,1,0,0
44,2025-12-30 17:59:16,2680,20148,What is Brendan Canty's occupation?,"[""composer"", ""musician"", ""musical artist""]","Musician (drummer), composer, and record producer",0.82,,,1,1,0,0
45,2025-12-30 17:59:17,839,81374,What is María Elena Marqués's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and singer,0.89,,,1,1,0,0
46,2025-12-30 17:59:19,1131,28889,What is Michael Arad's occupation?,"[""architect""]",Architect,0.958,,,1,1,0,0
47,2025-12-30 17:59:20,923,81374,What is Patrick O'Brien Demsey's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.72,,,1,1,0,0
48,2025-12-30 17:59:21,61,25692,What is Ole Krarup's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",He was a Danish politician and law professor (Member of the European Parliament).,0.94,,,1,1,0,0
49,2025-12-30 17:59:23,75,28389,What is Antonio Álvarez Alonso's occupation?,"[""composer"", ""pianist""]",He was a composer and pianist (Spanish composer).,0.86,,,1,1,0,0
50,2025-12-30 17:59:24,57,24952,What is Boutheina Jabnoun's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,,,0,0,1,0
51,2025-12-30 17:59:25,1072,81374,What is Robert Viharo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.93,,,1,1,0,0
52,2025-12-30 17:59:27,1494,81374,What is Ankita Sharma's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Actress and model,0.32,1,1,1,0
53,2025-12-30 17:59:28,31792,6776,What is Robby Krieger's occupation?,"[""guitarist"", ""guitar player"", ""guitarists""]","Musician (guitarist, songwriter — best known as the guitarist for The Doors)",0.98,,,1,1,0,0
54,2025-12-30 17:59:29,135900,20559,What is Paul's occupation?,"[""missionary"", ""Christian missionary""]",,,,,0,0,1,1
55,2025-12-30 17:59:31,206,25692,What is Shozaburo Nakamura's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Japanese politician (member of the House of Representatives / former government minister),0.66,,,1,1,0,0
56,2025-12-30 17:59:33,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]","Singer, songwriter, and pianist",0.7071,,,1,1,0,0
57,2025-12-30 17:59:35,43,11157,What is Derek Wheatley's occupation?,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",I don't know,,Barrister (British barrister and legal author),0.25,1,1,1,0
58,2025-12-30 17:59:36,86,12671,What is Herman A. Barnett's occupation?,"[""surgeon"", ""surgeons""]",He was a physician (medical doctor).,0.78,,,0,0,0,1
59,2025-12-30 17:59:37,51,14886,What is Modou Dia's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and diplomat,0.62,,,1,1,0,0
60,2025-12-30 17:59:39,261,25692,What is Alex Krieps's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Alex Krieps is a Luxembourgish politician (member of the Democratic Party) and former government minister; he has also worked as a teacher and politician — primarily known as a politician.,0.6234,,,1,1,0,0
61,2025-12-30 17:59:40,5119,16182,What is Veronica Franco's occupation?,"[""poet"", ""poetess"", ""bard""]",Poet and courtesan,0.84,,,1,1,0,0
62,2025-12-30 17:59:41,138,24952,What is Maev-Ann Wren's occupation?,"[""journalist"", ""journo"", ""journalists""]",Health economist and public health researcher (Irish health economist and policy analyst),0.82,,,0,0,0,1
63,2025-12-30 17:59:43,123,25692,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (British Labour Party politician and life peer; government minister and academic/political writer),0.86,,,1,1,0,0
64,2025-12-30 17:59:45,547,26129,What is Vincenzo Di Nicola's occupation?,"[""psychiatrist"", ""alienist"", ""head-shrinker"", ""shrinker"", ""psychologist"", ""psychologists""]","Psychiatrist and family therapist (also a psychologist, author, and professor in psychiatry and psychology)",0.624,,,1,1,0,0
65,2025-12-30 17:59:46,264,28389,What is Tor Aulin's occupation?,"[""composer""]","Violinist, conductor and composer",0.78,,,1,1,0,0
66,2025-12-30 17:59:48,1126,11827,What is Henry Tizard's occupation?,"[""chemist"", ""chemists""]","British chemist and inventor (scientist) — Sir Henry Tizard was a British chemist, inventor and influential scientific administrator (notably chairman of the Tizard Committee).",0.53,,,1,1,0,0
67,2025-12-30 17:59:50,631,25747,What is Glenn Albrecht's occupation?,"[""philosopher""]",Philosopher and environmental academic (environmental philosopher and sustainability scholar / professor),0.8,,,1,1,0,0
68,2025-12-30 17:59:51,326,25692,What is Thomas Hinds's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (U.S. Representative and soldier — specifically a U.S. politician and military officer),0.56,,,1,1,0,0
69,2025-12-30 17:59:52,2322,26544,What is Tobias Lindholm's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter and film director,0.98,,,1,1,0,0
70,2025-12-30 17:59:54,1028,24952,What is Lisa McRee's occupation?,"[""journalist"", ""journo"", ""journalists""]",Television journalist and news anchor,0.94,,,1,1,0,0
71,2025-12-30 17:59:55,156,12806,What is Rick Gilmore's occupation?,"[""economist"", ""economists""]",I don't know,,Rick Gilmore is a real estate developer (or property developer),0.15,0,0,1,0
72,2025-12-30 17:59:57,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.86,,,1,1,0,0
73,2025-12-30 17:59:58,3857,24952,What is Jilly Cooper's occupation?,"[""journalist"", ""journo"", ""journalists"", ""novelist""]",Novelist (author),0.9975,,,1,1,0,0
74,2025-12-30 17:59:59,885,81374,What is Ingrid Martinez's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,,,0,0,1,0
75,2025-12-30 18:00:01,16203,42844,What is Teddy Riley's occupation?,"[""record producer"", ""music producer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","Record producer, singer, and songwriter (music producer — credited as a record producer and pioneer of New Jack Swing)",0.94,,,1,1,0,0
76,2025-12-30 18:00:03,2206,81374,What is Gillian Raine's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.78,,,1,1,0,0
77,2025-12-30 18:00:06,1244,28389,What is Tolis Voskopoulos's occupation?,"[""composer""]","He was a Greek singer, actor and songwriter (primarily known as a popular Greek singer).",0.94,,,0,0,0,1
78,2025-12-30 18:00:07,74,25692,What is Marco Ameglio's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (Panamanian politician; former President of the National Assembly),0.82,,,1,1,0,0
79,2025-12-30 18:00:09,312,25692,What is Mohd Sharkar Shamsudin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Malaysian politician,0.88,,,1,1,0,0
80,2025-12-30 18:00:10,2491,81374,What is Anthony Sharp's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.69,,,1,1,0,0
81,2025-12-30 18:00:11,73,25692,What is Valgerður Bjarnadóttir's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.86,,,1,1,0,0
82,2025-12-30 18:00:13,100,1565,What is Wallace Dollase's occupation?,"[""horse trainer"", ""racehorse trainer""]",I don't know,,Wallace Dollase is a horse trainer (Thoroughbred racehorse trainer).,0.27,1,1,1,0
83,2025-12-30 18:00:15,622,24952,What is Claire Berlinski's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and author,0.85,,,1,1,0,0
84,2025-12-30 18:00:16,77049,11244,What is James Cook's occupation?,"[""sailor"", ""seaman"", ""mariner"", ""seafarer"", ""merchant sailor"", ""merchant seaman"", ""merchant mariner""]","Explorer, navigator and Royal Navy officer (commonly known as a British explorer and cartographer)",0.88,,,0,0,0,1
85,2025-12-30 18:00:18,84,25692,What is Russell Stokes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Russell Stokes is a businessman (industrialist/executive),0.2,0,0,1,0
86,2025-12-30 18:00:19,139,25692,What is Henk Bleker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Dutch politician,0.91,,,1,1,0,0
87,2025-12-30 18:00:22,98,5737,What is Jim Brown's occupation?,"[""radio personality"", ""radio presenter"", ""radio hostess"", ""host"", ""hostess"", ""radio host"", ""radio jockey"", ""radio program boss"", ""RJ""]",I don't know,,Jim Brown is a former professional American football player (NFL running back) and later an actor.,0.27,0,0,1,0
88,2025-12-30 18:00:23,1397,5062,What is Christoph Schlingensief's occupation?,"[""theatrical director"", ""stage director"", ""theatre director"", ""play director"", ""director"", ""theater director""]","Film and theatre director (also filmmaker, actor, and artist)",0.82,,,1,1,0,0
89,2025-12-30 18:00:24,2107,11213,What is C. E. Webber's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Playwright and television writer (British stage and television writer),0.62,,,1,1,0,0
90,2025-12-30 18:00:26,2793,25692,What is Gladwyn Jebb's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British diplomat and civil servant (acting Secretary-General of the United Nations in 1945–46),0.91,,,1,1,0,0
91,2025-12-30 18:00:28,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Politician, lawyer, and author (American politician and lawyer)",0.82,,,1,1,0,0
92,2025-12-30 18:00:30,194634,42844,"What is Tyler, the Creator's occupation?","[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses"", ""graphic designer""]","Rapper, songwriter, record producer, and fashion designer (also music video director and record executive)",0.91,,,1,1,0,0
93,2025-12-30 18:00:32,66,10855,What is Edwin E. Ellis's occupation?,"[""photographer"", ""photog"", ""photographers""]","American photographer and inventor (photographer, publisher, and inventor)",0.43,,,1,1,0,0
94,2025-12-30 18:00:35,94,24952,What is Muhammad Ali Luqman's occupation?,"[""journalist"", ""journo"", ""journalists""]",I don't know,,Politician,0.26,0,0,1,0
95,2025-12-30 18:00:36,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter,0.73,,,1,1,0,0
96,2025-12-30 18:00:38,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.92,,,1,1,0,0
97,2025-12-30 18:00:39,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]","Soldier, journalist, and revolutionary (Prussian-American military officer, Marxist journalist and political activist)",0.52,,,1,1,0,0
98,2025-12-30 18:00:41,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",,,,,0,0,1,1
99,2025-12-30 18:00:42,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",Composer,0.82,,,1,1,0,0
100,2025-12-30 18:00:44,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British peer and courtier (member of the nobility; courtier),0.42,,,0,0,0,1
101,2025-12-30 18:00:45,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.94,,,1,1,0,0
102,2025-12-30 18:00:47,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat (British diplomat and former UK Permanent Representative to the EU / Ambassador),0.89,,,1,1,0,0
103,2025-12-30 18:00:48,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.98,,,1,1,0,0
104,2025-12-30 18:00:49,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Annie Beustes is a journalist.,0.25,0,0,1,0
105,2025-12-30 18:00:50,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Film director and film producer,0.76,,,0,0,0,1
106,2025-12-30 18:00:51,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",Actress and model (pornographic film actress/adult model),0.52,,,1,1,0,0
107,2025-12-30 18:00:54,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and philanthropist (Chilean politician),0.42,,,1,1,0,0
108,2025-12-30 18:00:56,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Mathematician and physicist (mathematical physicist / professor),0.98,,,1,1,0,0
109,2025-12-30 18:00:58,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.85,,,1,1,0,0
110,2025-12-30 18:01:00,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]","Writer (novelist, essayist, and playwright)",0.94,,,1,1,0,0
111,2025-12-30 18:01:01,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.89,,,1,1,0,0
112,2025-12-30 18:01:02,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",Composer,0.89,,,1,1,0,0
113,2025-12-30 18:01:04,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",Mathematician,0.86,,,1,1,0,0
114,2025-12-30 18:01:09,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]","Dutch anatomist, physician, and naturalist (also a comparative anatomist and physiologist)",0.88,,,1,1,0,0
115,2025-12-30 18:01:09,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,,,0,0,1,0
116,2025-12-30 18:01:11,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.6,,,1,1,0,0
117,2025-12-30 18:01:13,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Composer and violinist,0.58,,,1,1,0,0
118,2025-12-30 18:01:15,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"Jeremiah Smith is a fictional character who serves as a judge (specifically, Chief Justice) — e.g., Jeremiah Smith in the TV series ""Twin Peaks"" is a judge; alternatively, in literature/other works he may be a lawyer or judge.",0.2,0,0,1,0
119,2025-12-30 18:01:16,80,28389,What is Richard Harris's occupation?,"[""composer""]",Actor (also singer and songwriter),0.65,,,0,0,0,1
120,2025-12-30 18:01:17,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.98,,,1,1,0,0
121,2025-12-30 18:01:19,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",British politician (Labour Party politician and Member of Parliament; life peer),0.93,,,1,1,0,0
122,2025-12-30 18:01:21,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.25,1,1,1,0
123,2025-12-30 18:01:23,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]","Actor, film director, screenwriter, and film producer (American film actor and pioneering African-American filmmaker)",0.65,,,0,0,0,1
124,2025-12-30 18:01:24,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist and news anchor (television journalist),0.86,,,1,1,0,0
125,2025-12-30 18:01:26,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.92,,,1,1,0,0
126,2025-12-30 18:01:27,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (member of the Washington House of Representatives),0.67,,,1,1,0,0
127,2025-12-30 18:01:29,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Michael Hutchings is a chef (professional chef and restaurateur).,0.75,,,1,1,0,0
128,2025-12-30 18:01:31,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (member of the U.S. House of Representatives — American politician),0.84,,,1,1,0,0
129,2025-12-30 18:01:32,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]",Illustrator and painter (English artist known for animal and sporting scenes),0.86,,,1,1,0,0
130,2025-12-30 18:01:33,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and singer,0.9423,,,1,1,0,0
131,2025-12-30 18:01:35,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,"Politician (Tanzanian politician, former Member of Parliament and diplomat/ambassador)",0.26,1,1,1,0
132,2025-12-30 18:01:36,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (former U.S. Senator),0.95,,,1,1,0,0
133,2025-12-30 18:01:38,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and audio engineer (music producer),0.8889,,,1,1,0,0
134,2025-12-30 18:01:39,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist (author/reporter),0.78,,,1,1,0,0
135,2025-12-30 18:01:42,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.9,,,1,1,0,0
136,2025-12-30 18:01:44,199,11699,What is Larry Coon's occupation?,"[""computer scientist""]","Larry Coon is a sports salary cap expert and writer/consultant, best known for operating the NBA salary cap FAQ website and working as an NBA labor and salary cap analyst.",0.8615,,,0,0,0,1
