dataset_id,timestamp,s_pop,o_pop,question,possible_answers,first_answer,first_confidence,best_guess,best_guess_confidence,correct,score,idk_flag,false_answer_flag
95,2026-01-18 20:57:48,84,26544,What is Ivo Perilli's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",I don't know,,Author,0.3,0,0,1,0
96,2026-01-18 20:57:48,580,81374,What is Nathan Purdee's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.95,,,1,1,0,0
97,2026-01-18 20:57:49,1098,9714,What is Joseph Weydemeyer's occupation?,"[""journalist"", ""journo"", ""journalists"", ""revolutionary"", ""insurrectionist"", ""revolutionist"", ""revolutioner""]",Politician and military officer,0.85,,,0,-1,0,1
98,2026-01-18 20:57:51,994,16182,What is Ai's occupation?,"[""poet"", ""poetess"", ""bard""]",I don't know,,Artificial Intelligence,0.5,0,0,1,0
99,2026-01-18 20:57:52,62,28389,What is Rinaldo del Mel's occupation?,"[""composer""]",I don't know,,Actor,0.3,0,0,1,0
100,2026-01-18 20:57:53,353,25692,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Nobleman,0.6,0,0,1,0
101,2026-01-18 20:57:54,109,25692,What is Luís Marques Guedes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.5,1,0,1,0
102,2026-01-18 20:57:55,815,14886,What is Nigel Sheinwald's occupation?,"[""diplomat""]",Diplomat,0.9,,,1,1,0,0
103,2026-01-18 20:57:56,2195,81374,What is Ge You's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.98,,,1,1,0,0
104,2026-01-18 20:57:56,33,25692,What is Annie Beustes's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Author,0.3,0,0,1,0
105,2026-01-18 20:57:58,72,11213,What is Kazuyoshi Sekine's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Kazuyoshi Sekine is a professional golfer.,0.85,,,0,-1,0,1
106,2026-01-18 20:57:58,1312,81374,What is Elisa Bridges's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""Playboy Playmate"", ""Playmate""]",Model,0.85,,,0,-1,0,1
107,2026-01-18 20:57:59,47,25692,What is Domingo Eyzaguirre's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.3,1,0,1,0
108,2026-01-18 20:58:00,154,17531,What is Karol Życzkowski's occupation?,"[""physicist"", ""mathematician""]",Mathematician,0.9,,,1,1,0,0
109,2026-01-18 20:58:01,2104,81374,What is Joyce Tang's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and singer,0.9,,,1,1,0,0
110,2026-01-18 20:58:02,370,11213,What is Suzanne Lilar's occupation?,"[""playwright"", ""dramatist"", ""playwrite"", ""scriptwriter""]",Writer,0.9,,,1,1,0,0
111,2026-01-18 20:58:03,227,25692,What is Karen Redman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.6,1,0,1,0
112,2026-01-18 20:58:04,303,28389,What is Jean-Yves Daniel-Lesur's occupation?,"[""composer"", ""organist"", ""organ player""]",Composer,0.9,,,1,1,0,0
113,2026-01-18 20:58:05,145,23111,What is Eduard Looijenga's occupation?,"[""mathematician""]",I don't know,,Mathematician,0.5,1,0,1,0
114,2026-01-18 20:58:06,744,48188,What is Petrus Camper's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",Painter and anatomist,0.85,,,0,-1,0,1
115,2026-01-18 20:58:07,51,25692,What is Charles Harrison's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Artist,0.5,0,0,1,0
116,2026-01-18 20:58:08,179,81374,What is Pathit Pisitkul's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Musician,0.3,0,0,1,0
117,2026-01-18 20:58:09,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Composer,0.9,,,1,1,0,0
118,2026-01-18 20:58:09,258,25692,What is Jeremiah Smith's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Author,0.3,0,0,1,0
119,2026-01-18 20:58:10,80,28389,What is Richard Harris's occupation?,"[""composer""]",Actor,0.95,,,0,-1,0,1
120,2026-01-18 20:58:12,369,25692,What is Peter W. Barca's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.5,1,0,1,0
121,2026-01-18 20:58:13,553,25692,"What is Harold Lever, Baron Lever of Manchester's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.95,,,1,1,0,0
122,2026-01-18 20:58:14,24,25692,What is Peter Murnoy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Author,0.3,0,0,1,0
123,2026-01-18 20:58:15,961,6538,What is Spencer Williams's occupation?,"[""composer"", ""pianist""]",Actor and director,0.9,,,0,-1,0,1
124,2026-01-18 20:58:16,1047,24952,What is Richard Lui's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist,0.9,,,1,1,0,0
125,2026-01-18 20:58:17,285,81374,What is Charlotte von Hagn's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Artist,0.3,0,0,1,0
126,2026-01-18 20:58:18,66,25692,What is James M. Geraghty's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Author,0.5,0,0,1,0
127,2026-01-18 20:58:19,60,24351,What is Michael Hutchings's occupation?,"[""chef"", ""chef de cuisine""]",Musician,0.95,,,0,-1,0,1
128,2026-01-18 20:58:20,110,25692,What is Gideon Olin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Author,0.3,0,0,1,0
129,2026-01-18 20:58:21,685,6987,What is Cecil Aldin's occupation?,"[""illustrator""]",Artist,0.95,,,0,-1,0,1
130,2026-01-18 20:58:22,15171,81374,What is Malcolm David Kelley's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor and musician,0.95,,,1,1,0,0
131,2026-01-18 20:58:23,87,25692,What is James Alex Msekela's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.3,1,0,1,0
132,2026-01-18 20:58:24,3184,25692,What is Nancy Landon Kassebaum's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.95,,,1,1,0,0
133,2026-01-18 20:58:25,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Music producer,0.95,,,1,1,0,0
134,2026-01-18 20:58:26,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist,0.9,,,1,1,0,0
135,2026-01-18 20:58:26,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.9,,,1,1,0,0
136,2026-01-18 20:58:27,199,11699,What is Larry Coon's occupation?,"[""computer scientist""]",Basketball analyst,0.9,,,0,-1,0,1
137,2026-01-18 20:58:28,78,25692,What is Masayoshi Nataniya's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Businessman,0.5,0,0,1,0
138,2026-01-18 20:58:29,520,23111,What is Leonida Tonelli's occupation?,"[""mathematician""]",Mathematician,0.95,,,1,1,0,0
139,2026-01-18 20:58:30,1118,24952,What is Judith Rakers's occupation?,"[""journalist"", ""journo"", ""journalists"", ""television presenter"", ""host"", ""hostess"", ""TV host"", ""television host"", ""TV presenter"", ""TV anchor"", ""television anchor""]",Television presenter,0.95,,,1,1,0,0
140,2026-01-18 20:58:31,147,25692,What is Hiroyuki Arai's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Hiroyuki Arai is a manga artist.,0.9,,,0,-1,0,1
141,2026-01-18 20:58:33,61,24195,What is Ernst Timme's occupation?,"[""farmer"", ""agriculturist"", ""grower"", ""raiser"", ""cultivator"", ""agriculturer"", ""farmer (occupation)"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Scientist,0.5,0,0,1,0
142,2026-01-18 20:58:34,126,25692,What is Bill Kintner's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.3,1,0,1,0
143,2026-01-18 20:58:35,271,14886,What is Francesco Vettori's occupation?,"[""diplomat""]",Poet and diplomat,0.85,,,1,1,0,0
144,2026-01-18 20:58:36,1610,81374,What is Melinda Mullins's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Author,0.5,0,0,1,0
145,2026-01-18 20:58:37,267,16182,What is Tachibana no Moroe's occupation?,"[""poet"", ""poetess"", ""bard""]",Poet,0.85,,,1,1,0,0
146,2026-01-18 20:58:38,1543,81374,What is Susan Kent's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",I don't know,,Author,0.3,0,0,1,0
147,2026-01-18 20:58:39,232,28389,What is Meyer Lutz's occupation?,"[""composer""]",I don't know,,Author,0.3,0,0,1,0
148,2026-01-18 20:58:40,58,22447,What is Ludwig Lichtschein's occupation?,"[""rabbi"", ""Rav""]",I don't know,,Author,0.3,0,0,1,0
149,2026-01-18 20:58:41,345519,58642,What is Will Smith's occupation?,"[""record producer"", ""music producer"", ""film director"", ""movie director"", ""director"", ""motion picture director"", ""film producer"", ""movie producer"", ""producer"", ""actor"", ""actress"", ""actors"", ""actresses""]","Actor, producer, and musician",0.95,,,1,1,0,0
150,2026-01-18 20:58:42,5299,25692,What is Marjorie Margolies-Mezvinsky's occupation?,"[""journalist"", ""journo"", ""journalists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician and former U.S. Representative,0.9,,,1,1,0,0
151,2026-01-18 20:58:43,21,10855,What is Władysław Sławny's occupation?,"[""photographer"", ""photog"", ""photographers""]",I don't know,,Politician,0.3,0,0,1,0
152,2026-01-18 20:58:44,140,25692,What is Pierre Chatenet's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",I don't know,,Politician,0.3,1,0,1,0
